node_id module flow
212728 1 9.63049e-05
1718021 1 8.88968e-05
499320 1 8.88968e-05
478062 1 8.88968e-05
119893 1 8.88968e-05
361533 1 8.88968e-05
68678 1 8.14887e-05
455439 1 8.14887e-05
120741 1 8.14887e-05
222937 1 8.14887e-05
203065 1 8.14887e-05
60465 1 7.40807e-05
263846 1 7.40807e-05
249833 1 7.40807e-05
60167 1 7.40807e-05
275294 1 7.40807e-05
481405 1 7.40807e-05
166659 1 6.66726e-05
504683 1 6.66726e-05
16959 1 6.66726e-05
447773 1 6.66726e-05
57958 1 6.66726e-05
199819 1 5.92645e-05
312726 1 5.92645e-05
133207 1 5.92645e-05
491935 1 5.92645e-05
729393 1 5.18565e-05
447713 1 4.44484e-05
448630 1 4.44484e-05
384668 1 4.44484e-05
346513 1 3.70403e-05
488537 1 3.70403e-05
463772 1 3.70403e-05
182060 1 3.70403e-05
154164 1 3.70403e-05
298510 1 3.70403e-05
193720 1 3.70403e-05
16327 1 3.70403e-05
150567 1 2.96323e-05
502202 1 2.96323e-05
228605 1 2.96323e-05
45867 1 2.96323e-05
32310 1 2.96323e-05
387001 1 2.96323e-05
283860 1 2.22242e-05
2226832 1 2.22242e-05
136480 1 2.22242e-05
433805 1 2.22242e-05
141836 1 2.22242e-05
441764 1 2.22242e-05
506501 1 2.22242e-05
450522 1 2.22242e-05
184730 1 2.22242e-05
331719 1 2.22242e-05
460411 1 2.22242e-05
32542 1 2.22242e-05
158499 1 2.22242e-05
84592 1 2.22242e-05
102478 1 2.22242e-05
470411 1 2.22242e-05
204304 1 1.48161e-05
2966830 1 1.48161e-05
299487 1 1.48161e-05
417346 1 1.48161e-05
28863 1 1.48161e-05
648690 1 1.48161e-05
226455 1 1.48161e-05
71252 1 1.48161e-05
354132 1 1.48161e-05
113706 1 1.48161e-05
80101 1 1.48161e-05
476814 1 1.48161e-05
466072 1 7.40807e-06
134335 1 7.40807e-06
473505 1 7.40807e-06
93858 1 7.40807e-06
465702 1 7.40807e-06
166395 1 7.40807e-06
267005 1 7.40807e-06
3163 1 7.40807e-06
48967 1 7.40807e-06
337385 1 7.40807e-06
272605 1 7.40807e-06
494194 1 7.40807e-06
234428 1 7.40807e-06
322970 1 7.40807e-06
274375 1 7.40807e-06
502735 1 7.40807e-06
357899 1 7.40807e-06
25959 1 7.40807e-06
191996 1 7.40807e-06
201170 1 7.40807e-06
445841 1 7.40807e-06
506551 1 7.40807e-06
232192 1 7.40807e-06
141409 1 7.40807e-06
827699 1 7.40807e-06
1514953 1 7.40807e-06
263268 1 7.40807e-06
135930 1 7.40807e-06
45834 1 7.40807e-06
473454 1 7.40807e-06
165445 1 0.00338549
180681 1 0.00251874
12852 1 0.0022002
36944 1 0.00184461
180379 1 0.0018372
416091 1 0.0013779
169843 1 0.00136308
16 1 0.00111862
291849 1 0.00107417
110898 1 0.00104454
211676 1 0.000955641
187200 1 0.000851928
82801 1 0.000829703
249638 1 0.000770439
93396 1 0.000733399
434359 1 0.000703766
225990 1 0.000703766
109538 1 0.000703766
420156 1 0.000674134
165975 1 0.000666726
21967 1 0.000637094
194794 1 0.000614869
321451 1 0.000600053
23337 1 0.000592645
155296 1 0.000592645
294668 1 0.000563013
369261 1 0.000511157
381220 1 0.000511157
366315 1 0.000503748
381324 1 0.000503748
92853 1 0.000503748
191939 1 0.000488932
801925 1 0.000488932
167142 1 0.000466708
239647 1 0.000444484
353309 1 0.000437076
369857 1 0.00042226
314282 1 0.000414852
390071 1 0.000392627
44601 1 0.000385219
137961 1 0.000362995
360811 1 0.000362995
185817 1 0.000348179
257228 1 0.000340771
136299 1 0.000340771
353406 1 0.000340771
144477 1 0.000333363
304675 1 0.000325955
193426 1 0.000318547
343222 1 0.000318547
398876 1 0.000311139
61824 1 0.000296323
242117 1 0.000296323
333722 1 0.000288915
490784 1 0.000281507
449984 1 0.000281507
23859 1 0.000281507
228450 1 0.000274098
88036 1 0.00026669
22242 1 0.00026669
431437 1 0.000259282
364939 1 0.000251874
49855 1 0.000237058
342947 1 0.00022965
269562 1 0.000214834
124227 1 0.000214834
37204 1 0.000214834
137892 1 0.000207426
16193 1 0.000200018
98120 1 0.00019261
345973 1 0.00019261
168791 1 0.000177794
165562 1 0.000177794
385589 1 0.000177794
384436 1 0.000170386
311724 1 0.000162977
74599 1 0.000155569
427875 1 0.000148161
57237 1 0.000148161
287929 1 0.000133345
373314 1 0.000125937
271858 1 0.000125937
147534 1 0.000118529
248129 1 0.000118529
137387 1 0.000118529
119054 1 0.000118529
104777 1 0.000103713
381591 1 0.000103713
66862 1 0.000103713
135861 1 9.63049e-05
210325 1 9.63049e-05
156476 1 8.88968e-05
362855 1 8.88968e-05
452480 1 8.88968e-05
278853 1 8.14887e-05
40970 1 8.14887e-05
410608 1 8.14887e-05
274898 1 7.40807e-05
440527 1 7.40807e-05
149991 1 7.40807e-05
133736 1 7.40807e-05
87283 1 6.66726e-05
86131 1 6.66726e-05
319009 1 6.66726e-05
3331973 1 5.92645e-05
326432 1 5.92645e-05
289635 1 5.92645e-05
122837 1 5.92645e-05
108959 1 5.92645e-05
905243 1 5.92645e-05
33132 1 5.92645e-05
194709 1 5.92645e-05
38762 1 5.18565e-05
37740 1 5.18565e-05
476224 1 4.44484e-05
710156 1 4.44484e-05
59365 1 4.44484e-05
380545 1 4.44484e-05
94929 1 4.44484e-05
223974 1 4.44484e-05
126450 1 4.44484e-05
335217 1 4.44484e-05
137986 1 4.44484e-05
1164348 1 4.44484e-05
1251 1 3.70403e-05
899861 1 3.70403e-05
75950 1 3.70403e-05
986616 1 3.70403e-05
348634 1 3.70403e-05
209121 1 3.70403e-05
338395 1 3.70403e-05
461471 1 2.96323e-05
25309 1 2.96323e-05
229788 1 2.96323e-05
377895 1 2.96323e-05
280425 1 2.96323e-05
286230 1 2.96323e-05
336233 1 2.96323e-05
332897 1 2.96323e-05
139330 1 2.96323e-05
137290 1 2.96323e-05
134574 1 2.96323e-05
102110 1 2.22242e-05
1553120 1 2.22242e-05
210784 1 2.22242e-05
1111772 1 2.22242e-05
208713 1 2.22242e-05
509584 1 2.22242e-05
189092 1 2.22242e-05
453666 1 2.22242e-05
288422 1 2.22242e-05
343651 1 2.22242e-05
8854 1 2.22242e-05
26486 1 2.22242e-05
182651 1 2.22242e-05
116788 1 2.22242e-05
428884 1 2.22242e-05
264954 1 2.22242e-05
43959 1 2.22242e-05
178609 1 2.22242e-05
164456 1 2.22242e-05
315179 1 1.48161e-05
224598 1 1.48161e-05
332123 1 1.48161e-05
131868 1 1.48161e-05
876500 1 1.48161e-05
233364 1 1.48161e-05
5274 1 1.48161e-05
238471 1 1.48161e-05
83512 1 1.48161e-05
376135 1 1.48161e-05
377611 1 1.48161e-05
360983 1 1.48161e-05
293804 1 1.48161e-05
120992 1 1.48161e-05
74091 1 1.48161e-05
115264 1 1.48161e-05
425824 1 1.48161e-05
66725 1 1.48161e-05
423685 1 1.48161e-05
61567 1 1.48161e-05
393725 1 1.48161e-05
269341 1 1.48161e-05
394206 1 7.40807e-06
59077 1 7.40807e-06
356131 1 7.40807e-06
353707 1 7.40807e-06
388887 1 7.40807e-06
69050 1 7.40807e-06
99293 1 7.40807e-06
69228 1 7.40807e-06
36329 1 7.40807e-06
158755 1 7.40807e-06
347636 1 7.40807e-06
184656 1 7.40807e-06
161465 1 7.40807e-06
153445 1 7.40807e-06
460394 1 7.40807e-06
168399 1 7.40807e-06
369999 1 7.40807e-06
84305 1 7.40807e-06
498475 1 7.40807e-06
499914 1 7.40807e-06
149377 1 7.40807e-06
588579 1 7.40807e-06
236092 1 7.40807e-06
739475 1 7.40807e-06
369590 1 7.40807e-06
817010 1 7.40807e-06
92968 1 7.40807e-06
205096 1 7.40807e-06
140129 1 7.40807e-06
210137 1 7.40807e-06
368382 1 7.40807e-06
310301 1 7.40807e-06
275696 1 7.40807e-06
182021 1 7.40807e-06
306228 1 0.000874152
74417 1 0.000829703
289030 1 0.000807479
308152 1 0.000807479
452617 1 0.000740807
277800 1 0.000600053
284000 1 0.000600053
466435 1 0.000577829
455426 1 0.000563013
40843 1 0.000540789
242693 1 0.000511157
147091 1 0.0004593
315203 1 0.0004593
340062 1 0.000444484
127756 1 0.000333363
294952 1 0.000333363
298577 1 0.000318547
301458 1 0.000311139
1762498 1 0.000303731
203736 1 0.000281507
397774 1 0.000281507
45504 1 0.000274098
112149 1 0.000259282
111606 1 0.000237058
200545 1 0.000237058
273202 1 0.000237058
104443 1 0.000222242
405698 1 0.000214834
90454 1 0.000214834
275361 1 0.000214834
236635 1 0.00019261
413609 1 0.000185202
384457 1 0.000185202
73856 1 0.000185202
251478 1 0.000177794
139019 1 0.000170386
2398960 1 0.000162977
199956 1 0.000162977
196149 1 0.000162977
224671 1 0.000162977
263158 1 0.000155569
263519 1 0.000155569
10477 1 0.000148161
323495 1 0.000148161
195338 1 0.000133345
215143 1 0.000133345
237233 1 0.000125937
379957 1 0.000111121
336521 1 0.000111121
496659 1 0.000111121
156730 1 0.000103713
668036 1 0.000103713
231105 1 0.000103713
233730 1 0.000103713
58655 1 9.63049e-05
277114 1 9.63049e-05
371425 1 9.63049e-05
123894 1 9.63049e-05
1019096 1 8.88968e-05
376686 1 8.88968e-05
493912 1 7.40807e-05
423698 1 7.40807e-05
423155 1 7.40807e-05
174559 1 7.40807e-05
228970 1 6.66726e-05
269223 1 6.66726e-05
452969 1 6.66726e-05
348703 1 6.66726e-05
450656 1 6.66726e-05
237042 1 5.92645e-05
220161 1 5.18565e-05
28120 1 5.18565e-05
77427 1 5.18565e-05
462055 1 5.18565e-05
247668 1 4.44484e-05
443001 1 4.44484e-05
71742 1 4.44484e-05
320736 1 4.44484e-05
430639 1 3.70403e-05
215575 1 3.70403e-05
203547 1 2.96323e-05
349545 1 2.96323e-05
257408 1 2.22242e-05
382308 1 1.48161e-05
359129 1 1.48161e-05
503046 1 1.48161e-05
167243 1 7.40807e-06
325283 1 7.40807e-06
324347 1 7.40807e-06
461744 1 7.40807e-06
322473 1 7.40807e-06
283305 1 7.40807e-06
793652 1 7.40807e-06
273688 1 7.40807e-06
712425 1 0.000644502
