Source,Target,Type,Id,Label,Weight
268109,13588,Undirected,230,,2
268109,53704,Undirected,231,,5
268109,341561,Undirected,232,,8
268109,239252,Undirected,233,,2
268109,92853,Undirected,234,,10
268109,457549,Undirected,235,,2
268109,318929,Undirected,236,,10
268109,215546,Undirected,237,,2
268109,390490,Undirected,238,,2
268109,268380,Undirected,239,,2
268109,353255,Undirected,240,,12
268109,206582,Undirected,241,,47
268109,417104,Undirected,242,,2
268109,209566,Undirected,243,,2
268109,10967,Undirected,244,,3
268109,230191,Undirected,245,,3
268109,263813,Undirected,246,,12
268109,189667,Undirected,247,,4
268109,109538,Undirected,248,,2
268109,104777,Undirected,249,,2
268109,291849,Undirected,250,,19
268109,36944,Undirected,251,,9
268109,50760,Undirected,252,,5
268109,439427,Undirected,253,,3
268109,295644,Undirected,254,,5
268109,1873,Undirected,255,,6
268109,222140,Undirected,256,,2
268109,410608,Undirected,257,,7
268109,239647,Undirected,258,,4
268109,297848,Undirected,259,,3
268109,240893,Undirected,260,,5
268109,138478,Undirected,261,,2
268109,40147,Undirected,262,,5
268109,271355,Undirected,263,,7
268109,381220,Undirected,264,,7
268109,381591,Undirected,265,,3
268109,229788,Undirected,266,,2
268109,287929,Undirected,267,,5
268109,23859,Undirected,268,,3
268109,424239,Undirected,269,,2
268109,496435,Undirected,270,,13
268109,420156,Undirected,271,,2
268109,475466,Undirected,272,,2
268109,66862,Undirected,273,,3
268109,335217,Undirected,274,,2
268109,44601,Undirected,275,,3
268109,126450,Undirected,276,,2
268109,220220,Undirected,277,,3
268109,296971,Undirected,278,,2
268109,238481,Undirected,279,,3
268109,440357,Undirected,280,,2
268109,165346,Undirected,281,,5
268109,342143,Undirected,282,,8
268109,96168,Undirected,283,,10
268109,397774,Undirected,284,,7
268109,81301,Undirected,285,,2
268109,59365,Undirected,286,,5
268109,26486,Undirected,287,,2
268109,406031,Undirected,288,,3
268109,5294,Undirected,289,,2
268109,311724,Undirected,290,,7
268109,357762,Undirected,291,,2
268109,191269,Undirected,292,,3
268109,308152,Undirected,293,,3
268109,116788,Undirected,294,,4
268109,108136,Undirected,295,,3
268109,109875,Undirected,296,,3
268109,289635,Undirected,297,,2
268109,502015,Undirected,298,,2
268109,155296,Undirected,299,,3
268109,127261,Undirected,300,,3
268109,289153,Undirected,301,,5
268109,428613,Undirected,302,,8
268109,317509,Undirected,303,,3
268109,476429,Undirected,304,,4
268109,57484,Undirected,305,,18
268109,280425,Undirected,306,,2
268109,414571,Undirected,307,,5
268109,325970,Undirected,308,,2
268109,37740,Undirected,309,,2
268109,413071,Undirected,310,,19
268109,304957,Undirected,311,,4
268109,348706,Undirected,312,,9
268109,348342,Undirected,313,,8
268109,28372,Undirected,314,,24
268109,164792,Undirected,315,,8
268109,342626,Undirected,316,,7
268109,440527,Undirected,317,,2
268109,39125,Undirected,318,,4
268109,212937,Undirected,319,,2
268109,3199,Undirected,320,,6
268109,246375,Undirected,321,,4
268109,205649,Undirected,322,,2
268109,78828,Undirected,323,,3
268109,138614,Undirected,324,,3
268109,235788,Undirected,325,,2
268109,167142,Undirected,326,,6
268109,307533,Undirected,327,,2
268109,198001,Undirected,328,,2
268109,131868,Undirected,329,,3
268109,191369,Undirected,330,,2
268109,328043,Undirected,331,,2
268109,210369,Undirected,332,,6
268109,56415,Undirected,333,,2
268109,205011,Undirected,334,,2
268109,369590,Undirected,335,,2
268109,383836,Undirected,336,,5
268109,425406,Undirected,337,,2
268109,344699,Undirected,338,,3
268109,242693,Undirected,339,,2
268109,168399,Undirected,340,,2
268109,214222,Undirected,341,,2
268109,274898,Undirected,342,,3
268109,376077,Undirected,343,,2
268109,297529,Undirected,344,,2
268109,249609,Undirected,345,,2
268109,334426,Undirected,346,,4
268109,66725,Undirected,347,,2
268109,129644,Undirected,348,,4
268109,30102,Undirected,349,,3
268109,160970,Undirected,350,,3
268109,92968,Undirected,351,,4
268109,485037,Undirected,352,,2
268109,460394,Undirected,353,,2
268109,284451,Undirected,354,,3
268109,318410,Undirected,355,,4
268109,41002,Undirected,356,,3
268109,422063,Undirected,357,,3
268109,218283,Undirected,358,,2
268109,27070,Undirected,359,,2
268109,458641,Undirected,360,,4
268109,411091,Undirected,361,,3
268109,446711,Undirected,362,,2
268109,189092,Undirected,363,,3
268109,249891,Undirected,364,,2
268109,430532,Undirected,365,,6
268109,420349,Undirected,366,,4
268109,239603,Undirected,367,,2
268109,412373,Undirected,368,,2
268109,259564,Undirected,369,,2
268109,271470,Undirected,370,,2
268109,430551,Undirected,371,,2
268109,203093,Undirected,372,,3
268109,345685,Undirected,373,,2
268109,334156,Undirected,374,,5
268109,7815,Undirected,375,,2
268109,214266,Undirected,376,,4
268109,335430,Undirected,377,,2
268109,369556,Undirected,378,,9
268109,372888,Undirected,379,,4
268109,458855,Undirected,380,,9
268109,144582,Undirected,381,,4
268109,30844,Undirected,382,,10
268109,276207,Undirected,383,,2
268109,233210,Undirected,384,,18
268109,374035,Undirected,385,,16
268109,371900,Undirected,386,,3
268109,410309,Undirected,387,,4
268109,258409,Undirected,388,,5
268109,120992,Undirected,389,,2
268109,343502,Undirected,390,,3
268109,388322,Undirected,391,,2
268109,362863,Undirected,392,,2
268109,200039,Undirected,393,,2
268109,250283,Undirected,394,,2
268109,461749,Undirected,395,,2
268109,221568,Undirected,396,,2
268109,235060,Undirected,397,,2
268109,70478,Undirected,398,,2
268109,315203,Undirected,399,,2
268109,93080,Undirected,400,,4
268109,23625,Undirected,401,,2
268109,112274,Undirected,402,,7
268109,418260,Undirected,403,,2
268109,260963,Undirected,404,,2
268109,149841,Undirected,405,,3
268109,180742,Undirected,406,,4
268109,254083,Undirected,407,,4
268109,417781,Undirected,408,,9
268109,450193,Undirected,409,,2
268109,360006,Undirected,410,,3
268109,361793,Undirected,411,,2
268109,107916,Undirected,412,,6
268109,228480,Undirected,413,,3
268109,110728,Undirected,414,,3
268109,318222,Undirected,415,,2
268109,443170,Undirected,416,,2
268109,131082,Undirected,417,,3
268109,27542,Undirected,418,,5
268109,37342,Undirected,419,,2
268109,314857,Undirected,420,,3
268109,244579,Undirected,421,,2
268109,19971,Undirected,422,,2
268109,36850,Undirected,423,,4
268109,121809,Undirected,424,,4
268109,64073,Undirected,425,,3
268109,242125,Undirected,426,,3
268109,396253,Undirected,427,,3
268109,7893,Undirected,428,,4
268109,38145,Undirected,429,,3
268109,557967,Undirected,430,,2
268109,97706,Undirected,431,,2
268109,376576,Undirected,432,,4
268109,97283,Undirected,433,,3
268109,173691,Undirected,434,,2
268109,63899,Undirected,435,,3
268109,460309,Undirected,436,,5
268109,108882,Undirected,437,,2
268109,348211,Undirected,438,,4
268109,109138,Undirected,439,,5
268109,66367,Undirected,440,,2
268109,164484,Undirected,441,,6
268109,435488,Undirected,442,,5
268109,247327,Undirected,443,,2
268109,263547,Undirected,444,,3
268109,331369,Undirected,445,,2
268109,175240,Undirected,446,,2
268109,204423,Undirected,447,,4
268109,66465,Undirected,448,,2
268109,335813,Undirected,449,,4
268109,55057,Undirected,450,,2
268109,187468,Undirected,451,,2
268109,170343,Undirected,452,,3
268109,437223,Undirected,453,,3
268109,88861,Undirected,454,,2
268109,233203,Undirected,455,,2
268109,94830,Undirected,456,,4
268109,120331,Undirected,457,,2
268109,212668,Undirected,458,,2
268109,319435,Undirected,459,,2
268109,14032,Undirected,460,,2
268109,6798,Undirected,461,,2
268109,25087,Undirected,462,,3
268109,34802,Undirected,463,,2
268109,33246,Undirected,464,,2
268109,108831,Undirected,465,,2
268109,184289,Undirected,466,,3
268109,458069,Undirected,467,,2
268109,1960,Undirected,468,,2
268109,243830,Undirected,469,,2
268109,1382883,Undirected,470,,4
268109,197099,Undirected,471,,2
268109,36835,Undirected,472,,5
268109,460605,Undirected,473,,2
268109,113357,Undirected,474,,2
268109,203770,Undirected,475,,2
268109,81250,Undirected,476,,2
268109,436999,Undirected,477,,2
268109,376716,Undirected,478,,2
268109,4216,Undirected,479,,2
268109,289030,Undirected,480,,2
268109,406433,Undirected,481,,2
268109,398197,Undirected,482,,2
268109,173055,Undirected,483,,2
332897,163608,Undirected,484,,5
332897,165975,Undirected,485,,2
332897,165445,Undirected,486,,8
332897,93396,Undirected,487,,2
332897,250291,Undirected,488,,2
332897,180681,Undirected,489,,2
332897,307171,Undirected,490,,2
332897,11370,Undirected,491,,3
250291,160700,Undirected,492,,22
250291,397450,Undirected,493,,28
250291,211092,Undirected,494,,69
250291,165975,Undirected,495,,34
250291,16,Undirected,496,,34
250291,82628,Undirected,497,,250
250291,409056,Undirected,498,,148
250291,339308,Undirected,499,,19
250291,122757,Undirected,500,,112
250291,307171,Undirected,501,,375
250291,312812,Undirected,502,,15
250291,20904,Undirected,503,,49
250291,446045,Undirected,504,,7
250291,4523,Undirected,505,,47
250291,405414,Undirected,506,,10
250291,165445,Undirected,507,,221
250291,44608,Undirected,508,,22
250291,383485,Undirected,509,,4
250291,437160,Undirected,510,,2
250291,155435,Undirected,511,,14
250291,329500,Undirected,512,,7
250291,66640,Undirected,513,,22
250291,349282,Undirected,514,,8
250291,364238,Undirected,515,,2
250291,192358,Undirected,516,,148
250291,362133,Undirected,517,,68
250291,150435,Undirected,518,,13
250291,12852,Undirected,519,,131
250291,286766,Undirected,520,,10
250291,127261,Undirected,521,,27
250291,202348,Undirected,522,,2
250291,189667,Undirected,523,,20
250291,23337,Undirected,524,,7
250291,357807,Undirected,525,,3
250291,452480,Undirected,526,,3
250291,163608,Undirected,527,,157
250291,180681,Undirected,528,,90
250291,82801,Undirected,529,,4
250291,341561,Undirected,530,,31
250291,289153,Undirected,531,,20
250291,353255,Undirected,532,,23
250291,138614,Undirected,533,,3
250291,136395,Undirected,534,,21
250291,1873,Undirected,535,,15
250291,365019,Undirected,536,,9
250291,291849,Undirected,537,,34
250291,292751,Undirected,538,,103
250291,57484,Undirected,539,,113
250291,334839,Undirected,540,,69
250291,476429,Undirected,541,,12
250291,295644,Undirected,542,,24
250291,431598,Undirected,543,,21
250291,59781,Undirected,544,,9
250291,410407,Undirected,545,,139
250291,434359,Undirected,546,,31
250291,334632,Undirected,547,,13
250291,2650577,Undirected,548,,2
250291,122253,Undirected,549,,17
250291,65612,Undirected,550,,6
250291,233210,Undirected,551,,77
250291,371959,Undirected,552,,151
250291,334156,Undirected,553,,21
250291,263813,Undirected,554,,55
250291,51948,Undirected,555,,76
250291,2098,Undirected,556,,14
250291,16897,Undirected,557,,3
250291,83322,Undirected,558,,3
250291,157744,Undirected,559,,211
250291,38145,Undirected,560,,29
250291,298693,Undirected,561,,105
250291,202280,Undirected,562,,69
250291,164792,Undirected,563,,37
250291,276455,Undirected,564,,3
250291,389900,Undirected,565,,9
250291,220016,Undirected,566,,5
250291,159172,Undirected,567,,63
250291,405164,Undirected,568,,71
250291,448319,Undirected,569,,25
250291,239647,Undirected,570,,15
250291,249638,Undirected,571,,32
250291,381220,Undirected,572,,21
250291,155296,Undirected,573,,7
250291,443456,Undirected,574,,49
250291,187200,Undirected,575,,5
250291,416091,Undirected,576,,38
250291,69069,Undirected,577,,13
250291,3199,Undirected,578,,37
250291,222880,Undirected,579,,102
250291,141446,Undirected,580,,6
250291,226782,Undirected,581,,160
250291,418260,Undirected,582,,5
250291,65314,Undirected,583,,3
250291,440294,Undirected,584,,29
250291,383836,Undirected,585,,46
250291,382466,Undirected,586,,68
250291,300773,Undirected,587,,20
250291,309240,Undirected,588,,68
250291,230863,Undirected,589,,4
250291,185817,Undirected,590,,5
250291,137021,Undirected,591,,5
250291,345973,Undirected,592,,4
250291,430981,Undirected,593,,4
250291,8973,Undirected,594,,2
250291,201174,Undirected,595,,12
250291,22242,Undirected,596,,2
250291,362855,Undirected,597,,5
250291,317509,Undirected,598,,13
250291,249351,Undirected,599,,6
250291,180379,Undirected,600,,40
250291,160726,Undirected,601,,18
250291,212937,Undirected,602,,4
250291,5827,Undirected,603,,5
250291,40147,Undirected,604,,12
250291,158633,Undirected,605,,4
250291,402290,Undirected,606,,4
250291,430532,Undirected,607,,48
250291,393221,Undirected,608,,14
250291,283914,Undirected,609,,100
250291,25087,Undirected,610,,11
250291,314154,Undirected,611,,21
250291,369556,Undirected,612,,99
250291,41002,Undirected,613,,13
250291,10967,Undirected,614,,20
250291,460605,Undirected,615,,9
250291,271355,Undirected,616,,29
250291,383934,Undirected,617,,8
250291,342626,Undirected,618,,25
250291,343338,Undirected,619,,3
250291,345158,Undirected,620,,48
250291,40274,Undirected,621,,2
250291,712066,Undirected,622,,126
250291,272518,Undirected,623,,40
250291,413071,Undirected,624,,52
250291,414571,Undirected,625,,23
250291,172225,Undirected,626,,3
250291,77950,Undirected,627,,7
250291,417781,Undirected,628,,53
250291,317331,Undirected,629,,13
250291,46969,Undirected,630,,17
250291,441417,Undirected,631,,2
250291,496435,Undirected,632,,15
250291,198890,Undirected,633,,2
250291,133455,Undirected,634,,3
250291,404301,Undirected,635,,2
250291,369261,Undirected,636,,15
250291,297848,Undirected,637,,11
250291,249609,Undirected,638,,14
250291,343502,Undirected,639,,11
250291,390320,Undirected,640,,7
250291,43575,Undirected,641,,2
250291,41441,Undirected,642,,7
250291,376202,Undirected,643,,31
250291,188979,Undirected,644,,4
250291,124799,Undirected,645,,2
250291,314698,Undirected,646,,76
250291,174191,Undirected,647,,8
250291,281451,Undirected,648,,9
250291,50440,Undirected,649,,6
250291,228450,Undirected,650,,15
250291,61824,Undirected,651,,8
250291,99389,Undirected,652,,2
250291,425122,Undirected,653,,4
250291,47872,Undirected,654,,2
250291,206582,Undirected,655,,97
250291,49572,Undirected,656,,138
250291,445493,Undirected,657,,2
250291,225990,Undirected,658,,36
250291,712425,Undirected,659,,17
250291,62893,Undirected,660,,4
250291,240893,Undirected,661,,14
250291,194415,Undirected,662,,45
250291,144582,Undirected,663,,12
250291,455127,Undirected,664,,8
250291,339429,Undirected,665,,3
250291,306228,Undirected,666,,6
250291,41707,Undirected,667,,5
250291,25022,Undirected,668,,8
250291,420554,Undirected,669,,10
250291,106826,Undirected,670,,14
250291,299540,Undirected,671,,11
250291,110898,Undirected,672,,50
250291,360184,Undirected,673,,20
250291,132091,Undirected,674,,5
250291,124821,Undirected,675,,18
250291,50704,Undirected,676,,4
250291,11096,Undirected,677,,6
250291,340062,Undirected,678,,2
250291,8284,Undirected,679,,2
250291,479307,Undirected,680,,2
250291,45504,Undirected,681,,2
250291,401531,Undirected,682,,13
250291,233664,Undirected,683,,11
250291,382439,Undirected,684,,2
250291,335813,Undirected,685,,34
250291,39080,Undirected,686,,9
250291,64073,Undirected,687,,24
250291,28372,Undirected,688,,83
250291,275897,Undirected,689,,46
250291,348342,Undirected,690,,33
250291,169843,Undirected,691,,47
250291,283423,Undirected,692,,9
250291,98815,Undirected,693,,6
250291,263916,Undirected,694,,2
250291,249891,Undirected,695,,4
250291,385589,Undirected,696,,9
250291,136299,Undirected,697,,4
250291,304675,Undirected,698,,8
250291,386994,Undirected,699,,2
250291,126450,Undirected,700,,2
250291,211676,Undirected,701,,30
250291,353406,Undirected,702,,15
250291,452078,Undirected,703,,5
250291,449984,Undirected,704,,3
250291,321451,Undirected,705,,17
250291,39125,Undirected,706,,22
250291,233364,Undirected,707,,2
250291,217019,Undirected,708,,2
250291,391592,Undirected,709,,4
250291,75950,Undirected,710,,3
250291,367110,Undirected,711,,3
250291,369857,Undirected,712,,5
250291,74599,Undirected,713,,7
250291,381324,Undirected,714,,15
250291,93396,Undirected,715,,40
250291,333722,Undirected,716,,9
250291,329021,Undirected,717,,2
250291,108485,Undirected,718,,8
250291,435498,Undirected,719,,6
250291,390071,Undirected,720,,6
250291,86131,Undirected,721,,4
250291,360811,Undirected,722,,6
250291,294668,Undirected,723,,27
250291,381749,Undirected,724,,3
250291,467147,Undirected,725,,2
250291,417743,Undirected,726,,5
250291,307087,Undirected,727,,11
250291,242125,Undirected,728,,11
250291,462828,Undirected,729,,43
250291,88861,Undirected,730,,6
250291,1805078,Undirected,731,,13
250291,146930,Undirected,732,,29
250291,205011,Undirected,733,,7
250291,380855,Undirected,734,,2
250291,93080,Undirected,735,,16
250291,161,Undirected,736,,7
250291,339513,Undirected,737,,4
250291,140815,Undirected,738,,3
250291,118212,Undirected,739,,42
250291,384408,Undirected,740,,4
250291,195792,Undirected,741,,5
250291,439432,Undirected,742,,2
250291,337342,Undirected,743,,5
250291,111765,Undirected,744,,3
250291,215001,Undirected,745,,8
250291,41192,Undirected,746,,5
250291,417104,Undirected,747,,2
250291,63899,Undirected,748,,26
250291,340987,Undirected,749,,12
250291,102110,Undirected,750,,2
250291,387418,Undirected,751,,10
250291,190076,Undirected,752,,2
250291,133783,Undirected,753,,2
250291,60426,Undirected,754,,5
250291,434953,Undirected,755,,4
250291,325037,Undirected,756,,3
250291,36944,Undirected,757,,13
250291,23859,Undirected,758,,4
250291,343222,Undirected,759,,7
250291,10804,Undirected,760,,31
250291,227415,Undirected,761,,4
250291,37342,Undirected,762,,7
250291,242415,Undirected,763,,10
250291,404907,Undirected,764,,54
250291,374035,Undirected,765,,47
250291,55278,Undirected,766,,90
250291,258409,Undirected,767,,26
250291,386329,Undirected,768,,4
250291,398876,Undirected,769,,8
250291,326393,Undirected,770,,3
250291,111839,Undirected,771,,24
250291,207174,Undirected,772,,5
250291,299772,Undirected,773,,2
250291,440271,Undirected,774,,3
250291,23625,Undirected,775,,6
250291,428836,Undirected,776,,2
250291,428613,Undirected,777,,21
250291,41515,Undirected,778,,5
250291,52669,Undirected,779,,2
250291,35923,Undirected,780,,2
250291,96168,Undirected,781,,13
250291,41090,Undirected,782,,6
250291,129271,Undirected,783,,2
250291,326649,Undirected,784,,4
250291,220220,Undirected,785,,10
250291,55057,Undirected,786,,11
250291,114004,Undirected,787,,3
250291,171137,Undirected,788,,47
250291,479508,Undirected,789,,7
250291,258236,Undirected,790,,2
250291,439427,Undirected,791,,5
250291,1382883,Undirected,792,,16
250291,328043,Undirected,793,,5
250291,266098,Undirected,794,,2
250291,289635,Undirected,795,,3
250291,259564,Undirected,796,,12
250291,168406,Undirected,797,,2
250291,323159,Undirected,798,,24
250291,222140,Undirected,799,,5
250291,410547,Undirected,800,,3
250291,149991,Undirected,801,,2
250291,13831,Undirected,802,,12
250291,44601,Undirected,803,,20
250291,464553,Undirected,804,,2
250291,11704,Undirected,805,,5
250291,116788,Undirected,806,,2
250291,2415608,Undirected,807,,6
250291,101206,Undirected,808,,3
250291,381591,Undirected,809,,14
250291,268741,Undirected,810,,2
250291,21967,Undirected,811,,8
250291,88036,Undirected,812,,2
250291,366315,Undirected,813,,14
250291,490784,Undirected,814,,3
250291,342143,Undirected,815,,9
250291,51042,Undirected,816,,2
250291,93441,Undirected,817,,2
250291,411091,Undirected,818,,2
250291,27542,Undirected,819,,11
250291,1280591,Undirected,820,,2
250291,458069,Undirected,821,,19
250291,289936,Undirected,822,,8
250291,490130,Undirected,823,,3
250291,458855,Undirected,824,,36
250291,77505,Undirected,825,,4
250291,437223,Undirected,826,,5
250291,361793,Undirected,827,,9
250291,286790,Undirected,828,,4
250291,271858,Undirected,829,,3
250291,353309,Undirected,830,,10
250291,137387,Undirected,831,,2
250291,203770,Undirected,832,,2
250291,431437,Undirected,833,,2
250291,51413,Undirected,834,,4
250291,8076,Undirected,835,,7
250291,118799,Undirected,836,,7
250291,205649,Undirected,837,,8
250291,248028,Undirected,838,,5
250291,265764,Undirected,839,,5
250291,30844,Undirected,840,,44
250291,33152,Undirected,841,,5
250291,350680,Undirected,842,,8
250291,304957,Undirected,843,,27
250291,258158,Undirected,844,,4
250291,457969,Undirected,845,,34
250291,215658,Undirected,846,,2
250291,107916,Undirected,847,,8
250291,330469,Undirected,848,,8
250291,404367,Undirected,849,,15
250291,396104,Undirected,850,,2
250291,35826,Undirected,851,,8
250291,346501,Undirected,852,,7
250291,210369,Undirected,853,,5
250291,422631,Undirected,854,,5
250291,112116,Undirected,855,,7
250291,450360,Undirected,856,,9
250291,433923,Undirected,857,,2
250291,129644,Undirected,858,,7
250291,14133,Undirected,859,,2
250291,64140,Undirected,860,,5
250291,59365,Undirected,861,,3
250291,178254,Undirected,862,,4
250291,40970,Undirected,863,,3
250291,377980,Undirected,864,,2
250291,299524,Undirected,865,,3
250291,371900,Undirected,866,,11
250291,480567,Undirected,867,,2
250291,416903,Undirected,868,,12
250291,33488,Undirected,869,,4
250291,109875,Undirected,870,,10
