path	flow	name	node_id
1:1:529	9.31E-06	307160	307160
1:1:530	9.31E-06	33969	33969
1:1:531	9.31E-06	436307	436307
1:1:532	9.31E-06	1147732	1147732
1:1:533	9.31E-06	133455	133455
1:1:534	9.31E-06	62676	62676
1:1:535	7.98E-06	192607	192607
1:1:536	7.98E-06	426627	426627
1:1:537	7.98E-06	428799	428799
1:1:538	7.98E-06	314433	314433
1:1:539	7.98E-06	324515	324515
1:1:540	7.98E-06	455737	455737
1:1:541	7.98E-06	466159	466159
1:1:542	7.98E-06	753994	753994
1:1:543	7.98E-06	221568	221568
1:1:544	7.98E-06	197099	197099
1:1:545	7.98E-06	463863	463863
1:1:546	7.98E-06	330323	330323
1:1:547	7.98E-06	52160	52160
1:1:548	7.98E-06	2650577	2650577
1:1:549	7.98E-06	305837	305837
1:1:550	7.98E-06	280893	280893
1:1:551	7.98E-06	287595	287595
1:1:552	7.98E-06	315595	315595
1:1:553	7.98E-06	319900	319900
1:1:554	7.98E-06	258236	258236
1:1:555	7.98E-06	343338	343338
1:1:556	7.98E-06	122236	122236
1:1:557	7.98E-06	78677	78677
1:1:558	7.98E-06	215658	215658
1:1:559	7.98E-06	170713	170713
1:1:560	7.98E-06	32770	32770
1:1:561	7.98E-06	255457	255457
1:1:562	7.98E-06	82573	82573
1:1:563	7.98E-06	47688	47688
1:1:564	6.65E-06	458296	458296
1:1:565	6.65E-06	362750	362750
1:1:566	6.65E-06	323155	323155
1:1:567	6.65E-06	329666	329666
1:1:568	6.65E-06	190076	190076
1:1:569	6.65E-06	61318	61318
1:1:570	6.65E-06	469528	469528
1:1:571	6.65E-06	251480	251480
1:1:572	6.65E-06	285188	285188
1:1:573	6.65E-06	188487	188487
1:1:574	6.65E-06	304833	304833
1:1:575	5.32E-06	283362	283362
1:1:576	5.32E-06	160119	160119
1:1:577	5.32E-06	37838	37838
1:1:578	5.32E-06	763	763
1:1:579	5.32E-06	27545	27545
1:1:580	5.32E-06	29183	29183
1:1:581	5.32E-06	29682	29682
1:1:582	5.32E-06	251628	251628
1:1:583	5.32E-06	147798	147798
1:1:584	5.32E-06	491991	491991
1:1:585	5.32E-06	362159	362159
1:1:586	5.32E-06	180131	180131
1:1:587	5.32E-06	133966	133966
1:1:588	5.32E-06	468347	468347
1:1:589	5.32E-06	35570	35570
1:1:590	5.32E-06	36384	36384
1:1:591	5.32E-06	426327	426327
1:1:592	5.32E-06	384444	384444
1:1:593	5.32E-06	337172	337172
1:1:594	5.32E-06	386374	386374
1:1:595	5.32E-06	354703	354703
1:1:596	5.32E-06	431675	431675
1:1:597	5.32E-06	99389	99389
1:1:598	5.32E-06	250074	250074
1:1:599	5.32E-06	477478	477478
1:1:600	5.32E-06	324146	324146
1:1:601	5.32E-06	46005	46005
1:1:602	5.32E-06	124160	124160
1:1:603	5.32E-06	122652	122652
1:1:604	5.32E-06	233691	233691
1:1:605	5.32E-06	223214	223214
1:1:606	5.32E-06	224599	224599
1:1:607	5.32E-06	215064	215064
1:1:608	5.32E-06	399688	399688
1:1:609	5.32E-06	119619	119619
1:1:610	5.32E-06	426078	426078
1:1:611	5.32E-06	258917	258917
1:1:612	5.32E-06	125225	125225
1:1:613	5.32E-06	231480	231480
1:1:614	5.32E-06	66157	66157
1:1:615	5.32E-06	124520	124520
1:1:616	5.32E-06	88995	88995
1:1:617	5.32E-06	406590	406590
1:1:618	5.32E-06	238237	238237
1:1:619	5.32E-06	90871	90871
1:1:620	5.32E-06	92770	92770
1:1:621	5.32E-06	414146	414146
1:1:622	5.32E-06	60364	60364
1:1:623	3.99E-06	129428	129428
1:1:624	3.99E-06	464968	464968
1:1:625	3.99E-06	7971	7971
1:1:626	3.99E-06	458321	458321
1:1:627	2.66E-06	100725	100725
1:1:628	2.66E-06	107046	107046
1:1:629	2.66E-06	409720	409720
1:1:630	2.66E-06	304638	304638
1:1:631	2.66E-06	91017	91017
1:1:632	2.66E-06	268782	268782
1:1:633	2.66E-06	89218	89218
1:1:634	2.66E-06	86156	86156
1:1:635	2.66E-06	109456	109456
1:1:636	2.66E-06	81373	81373
1:1:637	2.66E-06	78747	78747
1:1:638	2.66E-06	305480	305480
1:1:639	2.66E-06	419150	419150
1:1:640	2.66E-06	271076	271076
1:1:641	2.66E-06	114161	114161
1:1:642	2.66E-06	64110	64110
1:1:643	2.66E-06	114669	114669
1:1:644	2.66E-06	403305	403305
1:1:645	2.66E-06	51042	51042
1:1:646	2.66E-06	425095	425095
1:1:647	2.66E-06	48463	48463
1:1:648	2.66E-06	48147	48147
1:1:649	2.66E-06	118051	118051
1:1:650	2.66E-06	396522	396522
1:1:651	2.66E-06	124474	124474
1:1:652	2.66E-06	125637	125637
1:1:653	2.66E-06	42586	42586
1:1:654	2.66E-06	41074	41074
1:1:655	2.66E-06	128263	128263
1:1:656	2.66E-06	39652	39652
1:1:657	2.66E-06	387811	387811
1:1:658	2.66E-06	39173	39173
1:1:659	2.66E-06	129591	129591
1:1:660	2.66E-06	38112	38112
1:1:661	2.66E-06	36445	36445
1:1:662	2.66E-06	274857	274857
1:1:663	2.66E-06	132370	132370
1:1:664	2.66E-06	133768	133768
1:1:665	2.66E-06	384265	384265
1:1:666	2.66E-06	136212	136212
1:1:667	2.66E-06	382207	382207
1:1:668	2.66E-06	266343	266343
1:1:669	2.66E-06	299731	299731
1:1:670	2.66E-06	148841	148841
1:1:671	2.66E-06	378360	378360
1:1:672	2.66E-06	151813	151813
1:1:673	2.66E-06	440789	440789
1:1:674	2.66E-06	282545	282545
1:1:675	2.66E-06	441650	441650
1:1:676	2.66E-06	25449	25449
1:1:677	2.66E-06	153303	153303
1:1:678	2.66E-06	376706	376706
1:1:679	2.66E-06	374158	374158
1:1:680	2.66E-06	25296	25296
1:1:681	2.66E-06	21698	21698
1:1:682	2.66E-06	16648	16648
1:1:683	2.66E-06	162736	162736
1:1:684	2.66E-06	8747	8747
1:1:685	2.66E-06	372628	372628
1:1:686	2.66E-06	6941	6941
1:1:687	2.66E-06	455088	455088
1:1:688	2.66E-06	286047	286047
1:1:689	2.66E-06	164070	164070
1:1:690	2.66E-06	164638	164638
1:1:691	2.66E-06	169593	169593
1:1:692	2.66E-06	171652	171652
1:1:693	2.66E-06	175382	175382
1:1:694	2.66E-06	364445	364445
1:1:695	2.66E-06	363314	363314
1:1:696	2.66E-06	181049	181049
1:1:697	2.66E-06	459690	459690
1:1:698	2.66E-06	361102	361102
1:1:699	2.66E-06	422002	422002
1:1:700	2.66E-06	353236	353236
1:1:701	2.66E-06	187070	187070
1:1:702	2.66E-06	355400	355400
1:1:703	2.66E-06	187620	187620
1:1:704	2.66E-06	196681	196681
1:1:705	2.66E-06	349812	349812
1:1:706	2.66E-06	265598	265598
1:1:707	2.66E-06	326721	326721
1:1:708	2.66E-06	203319	203319
1:1:709	2.66E-06	204442	204442
1:1:710	2.66E-06	210784	210784
1:1:711	2.66E-06	477653	477653
1:1:712	2.66E-06	212335	212335
1:1:713	2.66E-06	480464	480464
1:1:714	2.66E-06	214298	214298
1:1:715	2.66E-06	294078	294078
1:1:716	2.66E-06	344522	344522
1:1:717	2.66E-06	342643	342643
1:1:718	2.66E-06	216934	216934
1:1:719	2.66E-06	310721	310721
1:1:720	2.66E-06	292186	292186
1:1:721	2.66E-06	334189	334189
1:1:722	2.66E-06	229062	229062
1:1:723	2.66E-06	260671	260671
1:1:724	2.66E-06	184922	184922
1:1:725	2.66E-06	229186	229186
1:1:726	2.66E-06	329006	329006
1:1:727	2.66E-06	328336	328336
1:1:728	2.66E-06	232249	232249
1:1:729	2.66E-06	323119	323119
1:1:730	2.66E-06	1238524	1238524
1:1:731	2.66E-06	124003	124003
1:1:732	2.66E-06	1455037	1455037
1:1:733	2.66E-06	120239	120239
1:1:734	2.66E-06	322799	322799
1:1:735	2.66E-06	322776	322776
1:1:736	2.66E-06	78590	78590
1:1:737	2.66E-06	233540	233540
1:1:738	2.66E-06	68335	68335
1:1:739	2.66E-06	242599	242599
1:1:740	2.66E-06	244005	244005
1:1:741	2.66E-06	245293	245293
1:1:742	2.66E-06	256520	256520
1:1:743	2.66E-06	251502	251502
1:1:744	2.66E-06	121800	121800
1:2:1	0.011259	165445	165445
1:2:2	0.0107444	163608	163608
