Source Target Weight
122039 328887 14
122039 109322 14
463143 309644 14
463143 170305 14
204997 17724 14
204997 368951 14
204997 279184 14
320734 504487 14
380474 132175 14
380474 503797 14
380474 324303 14
252505 120116 14
106523 298 14
298 257312 14
213686 459201 14
504487 119315 14
370342 158499 14
384791 196409 14
384791 441948 14
262772 132175 14
389980 292753 14
91915 304385 14
477760 473851 14
54226 236752 14
109138 112274 14
109138 376576 14
118065 324303 14
194415 112274 14
699053 232137 14
121357 479640 14
130970 177439 14
301420 1410723 14
362146 4204 14
274412 142296 14
771160 4040352 14
771160 667402 14
97375 1902922 14
296513 446066 14
641015 83600 14
641015 753195 14
332938 393492 14
182469 111242 14
28351 856358 14
28351 1927040 14
292753 1942531 14
292753 2224469 14
292753 1953440 14
1852803 1942531 14
1852803 1630458 14
678740 2508045 14
678740 303356 14
74015 372490 14
1035774 972359 14
109609 113764 14
697361 333677 14
85902 169198 14
1460534 1380865 14
268109 74599 13
268109 376202 13
268109 171137 13
268109 496435 13
250291 150435 13
250291 334632 13
250291 69069 13
250291 317509 13
250291 41002 13
250291 317331 13
250291 401531 13
250291 1805078 13
250291 36944 13
250291 96168 13
250291 415861 13
250291 6798 13
250291 50760 13
397450 96168 13
309018 490599 13
448319 163608 13
295644 226782 13
165445 217019 13
165445 353255 13
165445 287929 13
165445 118212 13
165445 422063 13
434359 93396 13
128262 142582 13
128262 242732 13
128262 182814 13
128262 190026 13
142582 3090 13
142582 83027 13
142582 347324 13
142582 91470 13
444562 23046 13
444562 355797 13
444562 15585 13
444562 449294 13
12852 211092 13
12852 88036 13
12852 11704 13
12852 206582 13
12852 314698 13
12852 712066 13
12852 369556 13
12852 51948 13
294668 167142 13
294668 257228 13
443456 416091 13
443456 462828 13
371959 235788 13
371959 457969 13
371959 208560 13
371959 304957 13
432674 394628 13
432674 382061 13
405164 292751 13
405164 180681 13
169843 360811 13
169843 353406 13
309240 235788 13
309240 297848 13
309240 111839 13
211092 409056 13
211092 226782 13
211092 30844 13
211092 51948 13
307171 153201 13
307171 249609 13
307171 413071 13
307171 233664 13
307171 205011 13
307171 345158 13
307171 452058 13
307171 21967 13
440294 122757 13
192358 150435 13
192358 275897 13
192358 287929 13
192358 345973 13
192358 286766 13
192358 278853 13
192358 160726 13
192358 109138 13
192358 458641 13
192358 194415 13
192358 422063 13
192358 335813 13
163608 341561 13
163608 278853 13
163608 59781 13
163608 381220 13
163608 357762 13
163608 304957 13
163608 334156 13
180681 341561 13
180681 314282 13
180681 420156 13
180681 342626 13
180681 71777 13
266945 418260 13
256 208560 13
183867 307519 13
181851 118065 13
181851 175501 13
195792 54140 13
375007 463143 13
375007 300364 13
375007 397572 13
375007 418260 13
406150 192872 13
226250 359327 13
237487 193209 13
237487 410014 13
237487 318699 13
237487 150144 13
237487 474189 13
306228 1762498 13
150286 413301 13
150286 91470 13
150286 184935 13
242732 213686 13
347324 184935 13
277693 58281 13
277693 128870 13
277693 454904 13
277693 432135 13
277693 2042 13
277693 175952 13
119099 118674 13
321451 283423 13
321451 373314 13
301325 453052 13
301325 445495 13
301325 68457 13
16 342143 13
16 11704 13
359327 180085 13
359327 431768 13
226055 177706 13
273946 11786 13
273946 17077 13
273946 63391 13
273946 74759 13
273946 261559 13
273946 257312 13
273946 373450 13
273946 318877 13
234053 92954 13
353255 292751 13
409056 257228 13
409056 291849 13
409056 413071 13
409056 283914 13
93696 238392 13
93696 355797 13
41599 60920 13
222880 382466 13
222880 194415 13
222880 283914 13
333722 93396 13
72423 324303 13
307519 182876 13
307519 177439 13
307519 111563 13
275897 462828 13
275897 164484 13
157744 219992 13
157744 41002 13
206582 10967 13
206582 297823 13
206582 180742 13
404907 374035 13
404907 314698 13
404907 198274 13
404907 179358 13
82628 59781 13
82628 41002 13
82628 13831 13
82628 203761 13
82628 396253 13
82628 191609 13
82628 281642 13
122757 435488 13
122757 4523 13
122757 348706 13
122757 458641 13
165975 291849 13
226782 382466 13
226782 74417 13
226782 341561 13
226782 30844 13
226782 323159 13
211676 390071 13
211676 334632 13
211676 416091 13
311008 203910 13
311008 171130 13
311008 474189 13
20904 362133 13
20904 57484 13
4523 57484 13
362133 360184 13
362133 401531 13
362133 49572 13
92954 141260 13
92954 192872 13
92954 336353 13
92954 448738 13
189667 416091 13
118212 233210 13
82801 322388 13
327152 192114 13
71777 238481 13
422063 109138 13
417781 50197 13
417781 164484 13
83027 207517 13
38145 51948 13
38145 254083 13
462828 413071 13
462828 202280 13
314698 194415 13
314698 112274 13
57484 382466 13
164792 374035 13
164792 64073 13
70478 394135 13
413071 297823 13
413071 109138 13
413071 348342 13
413071 271355 13
413071 384839 13
453333 76244 13
453333 835 13
453333 291519 13
453333 262928 13
2367 251913 13
2367 38951 13
2367 161459 13
2367 179065 13
2367 23046 13
2367 208867 13
33168 420376 13
33168 347640 13
177706 209529 13
177706 454690 13
22805 431768 13
22805 222226 13
22805 181136 13
22805 454690 13
164484 30844 13
28372 64073 13
28372 10967 13
28372 173055 13
28372 349930 13
180379 225990 13
103107 305939 13
423990 146587 13
291849 434479 13
292751 63899 13
292751 258409 13
292751 348211 13
334839 297823 13
334839 335813 13
238481 11704 13
214640 374035 13
51948 430532 13
51948 345158 13
171137 345158 13
283914 297823 13
283914 64073 13
374035 258409 13
374035 194415 13
374035 112274 13
374035 30844 13
374035 345158 13
369556 334156 13
369556 427915 13
369556 458855 13
369556 382466 13
233210 345158 13
233210 30844 13
233210 335813 13
233210 36850 13
49572 452058 13
298693 64073 13
298693 180742 13
298693 382466 13
349930 55278 13
712066 41002 13
712066 180742 13
712066 64073 13
342143 453052 13
270790 173335 13
55057 118674 13
120523 146587 13
90512 146587 13
368464 118674 13
410407 10967 13
410407 191609 13
410407 458641 13
410407 281642 13
67095 251913 13
179065 132873 13
118674 171130 13
118674 57755 13
118674 68457 13
118674 87160 13
118674 449294 13
118674 129679 13
259708 5170 13
259708 129679 13
454904 835 13
171130 85648 13
174872 132873 13
132873 474189 13
132873 360965 13
132873 334398 13
132873 311873 13
161459 60920 13
161459 85648 13
238392 334398 13
434479 158633 13
434479 251481 13
434479 58808 13
19111 378704 13
19111 251481 13
98521 319649 13
98521 432135 13
158633 378704 13
15585 163302 13
378704 221110 13
196149 289030 13
261404 251481 13
142751 118275 13
91502 77103 13
128628 28351 13
128628 1852803 13
128628 446066 13
148911 48318 13
258428 179974 13
258428 644232 13
357690 85648 13
357690 453052 13
404310 37054 13
85648 4048 13
453052 319530 13
453052 208867 13
453052 442071 13
60920 38951 13
60920 465703 13
60920 11786 13
431753 204666 13
431753 324289 13
431753 1261250 13
431753 321288 13
431753 304385 13
38951 148200 13
175578 310723 13
175578 459201 13
364448 27932 13
364448 14112 13
73141 408998 13
73141 361708 13
73141 190026 13
310723 163302 13
310723 296281 13
408998 213686 13
413301 286918 13
140865 163302 13
140865 57123 13
140865 63109 13
307360 79440 13
307360 207517 13
27932 245438 13
16479 34267 13
75844 392245 13
418260 368951 13
418260 279184 13
412383 463143 13
412383 380474 13
208560 140874 13
208560 368951 13
208560 245249 13
83341 380474 13
82030 183903 13
175501 319455 13
190026 245438 13
169688 245249 13
169688 502339 13
181123 204997 13
340062 74417 13
127756 74417 13
127756 277800 13
452617 294952 13
466435 298577 13
40281 496640 13
163302 459201 13
140874 40115 13
897927 405364 13
897927 364114 13
2570623 1953440 13
463143 17724 13
204997 182820 13
380474 279184 13
380474 366086 13
319455 262772 13
319455 118065 13
173500 206474 13
286918 213686 13
298 184935 13
213686 63109 13
213686 207517 13
20594 133769 13
334195 91470 13
74417 298577 13
328887 502339 13
380880 89849 13
384791 164122 13
40115 368951 13
244551 371460 13
244551 41237 13
389980 371460 13
389980 33190 13
389980 1223610 13
2079038 371460 13
1430565 297542 13
1430565 197493 13
1430565 1269072 13
497437 469216 13
173673 424900 13
118065 502339 13
319585 475437 13
319585 206474 13
699053 83600 13
404138 427304 13
17724 130970 13
301420 1902922 13
301420 972359 13
301420 854516 13
334426 53704 13
133769 170305 13
258409 112274 13
36850 254083 13
179974 771160 13
179974 446066 13
142296 385990 13
290743 1044018 13
319463 177439 13
429908 644232 13
771160 1443854 13
34363 188577 13
34363 1852803 13
405639 1852803 13
405639 4040352 13
97375 1223610 13
120116 206474 13
206474 479052 13
641015 975036 13
179358 154120 13
83600 1261250 13
753195 364114 13
644232 19495 13
644232 232137 13
13269 463516 13
165143 1223610 13
254757 199584 13
254757 233296 13
111242 240498 13
111242 371424 13
41598 15442 13
19495 656864 13
1852803 1071221 13
678740 1063554 13
678740 856358 13
372490 93105 13
1032919 1071221 13
1035774 1223610 13
317588 113764 13
317588 440618 13
240284 425826 13
14799 383094 13
193903 542078 13
1942531 2224469 13
202586 85902 13
169198 225727 13
1377706 1380865 13
268109 22242 12
268109 286766 12
268109 462828 12
268109 202280 12
268109 353255 12
268109 263813 12
250291 476429 12
250291 201174 12
250291 40147 12
250291 144582 12
250291 340987 12
250291 259564 12
250291 13831 12
250291 416903 12
250291 94263 12
250291 19971 12
160700 371959 12
309018 473767 12
309018 173500 12
309018 319585 12
448319 263813 12
448319 12852 12
165445 278853 12
165445 144582 12
165445 323159 12
165445 122253 12
165445 109138 12
434359 185817 12
128262 444562 12
128262 408998 12
128262 207517 12
142582 460211 12
142582 190026 12
142582 298 12
444562 254747 12
444562 835 12
444562 76244 12
444562 92954 12
444562 368464 12
444562 37054 12
444562 179063 12
3090 83027 12
12852 272518 12
12852 55057 12
12852 171137 12
12852 353406 12
12852 82801 12
12852 496435 12
294668 88036 12
294668 371959 12
294668 366315 12
294668 74599 12
294668 333722 12
110898 136299 12
110898 274898 12
110898 373314 12
110898 189092 12
443456 383836 12
443456 20904 12
443456 44601 12
443456 127261 12
371959 194415 12
371959 225990 12
3199 298693 12
432674 404310 12
432674 342143 12
50760 163608 12
405164 413071 12
405164 417781 12
405164 226782 12
405164 49572 12
272518 283914 12
272518 206582 12
169843 21967 12
169843 46969 12
169843 490784 12
389900 307171 12
309240 211092 12
309240 362133 12
211092 369556 12
211092 233210 12
211092 283914 12
307171 228450 12
307171 61824 12
307171 66640 12
307171 353406 12
307171 417781 12
307171 193426 12
307171 275897 12
307171 385589 12
440294 226782 12
192358 44608 12
192358 289153 12
192358 171137 12
192358 22242 12
192358 41002 12
192358 92853 12
192358 10804 12
192358 318929 12
192358 201174 12
192358 333722 12
192358 431598 12
163608 41002 12
163608 10967 12
163608 171137 12
163608 275897 12
163608 164792 12
180681 345973 12
180681 159172 12
180681 367110 12
180681 330469 12
180681 289635 12
180681 23859 12
286766 274557 12
266945 130970 12
256 183867 12
256 463143 12
256 169688 12
181851 169688 12
195792 17724 12
195792 245249 12
195792 502339 12
195792 80336 12
375007 380474 12
375007 169688 12
375007 262772 12
406150 431768 12
226250 213947 12
292204 453333 12
237487 378704 12
237487 13104 12
237487 44848 12
237487 98521 12
40843 226782 12
40843 455426 12
306228 127756 12
308152 298577 12
150286 242732 12
150286 347324 12
150286 148937 12
150286 27932 12
150286 257312 12
242732 184935 12
242732 91470 12
242732 15585 12
347324 160056 12
347324 28765 12
347324 73141 12
347324 139596 12
347324 298 12
347324 190026 12
347324 207517 12
347324 87098 12
347324 91074 12
347324 182814 12
277693 458642 12
277693 132873 12
277693 58465 12
277693 368464 12
375528 19111 12
321451 333722 12
301325 453333 12
301325 251913 12
16 373314 12
16 410608 12
16 23859 12
359327 90512 12
359327 78039 12
359327 374479 12
464750 180085 12
464750 305939 12
464750 488494 12
221082 448720 12
273946 58465 12
273946 318699 12
273946 174872 12
273946 442933 12
273946 251481 12
273946 298308 12
273946 183973 12
273946 150144 12
273946 158633 12
273946 208867 12
234053 22805 12
448720 374479 12
47833 43033 12
14308 177706 12
14308 78039 12
14308 454690 12
353255 712066 12
147091 277800 12
409056 239647 12
409056 353406 12
409056 342626 12
409056 345158 12
93696 67095 12
93696 11786 12
41599 238392 12
41599 314341 12
295351 1372630 12
295351 391592 12
222880 57484 12
222880 4523 12
222880 410407 12
222880 345158 12
217019 330469 12
353309 390071 12
307519 54140 12
307519 131378 12
182876 473265 12
275897 64073 12
275897 384839 12
275897 348706 12
157744 69069 12
157744 93080 12
157744 289153 12
206582 404907 12
206582 38145 12
206582 30844 12
206582 164792 12
206582 348211 12
404907 427915 12
82628 150435 12
82628 476429 12
82628 201174 12
82628 376202 12
82628 383934 12
82628 326649 12
82628 94263 12
122757 427915 12
122757 254083 12
165975 381324 12
226782 420554 12
226782 299540 12
226782 712425 12
226782 55057 12
226782 458855 12
226782 109138 12
226782 159172 12
314282 410608 12
211676 342143 12
20904 369556 12
20904 55278 12
20904 30844 12
44608 66640 12
349282 51948 12
362133 106826 12
362133 204997 12
150435 712066 12
213947 90512 12
213947 60122 12
213947 140382 12
92954 164122 12
92954 60122 12
92954 453652 12
189667 44601 12
202348 118674 12
348007 40307 12
348007 118674 12
118212 417781 12
341561 292751 12
341561 202280 12
327152 1372630 12
283423 238481 12
283423 11704 12
422063 49572 12
417781 314698 12
417781 348706 12
417781 335813 12
83027 182814 12
83027 15085 12
38145 112274 12
462828 298693 12
428613 348706 12
314698 458855 12
314698 345158 12
314698 348706 12
314698 413071 12
57484 297823 12
57484 94263 12
57484 460309 12
164792 171137 12
164792 334839 12
164792 335813 12
453333 58281 12
453333 68457 12
453333 19111 12
453333 38797 12
453333 157247 12
453333 28085 12
453333 474189 12
2367 37054 12
355797 33168 12
33168 342143 12
177706 180085 12
22805 78039 12
22805 433847 12
22805 336353 12
318410 98521 12
318410 286671 12
164484 345158 12
164484 51948 12
50197 384839 12
28372 214640 12
28372 19971 12
103107 120523 12
291849 93396 12
291849 342143 12
292751 297823 12
292751 160726 12
292751 427915 12
334839 349930 12
334839 345158 12
334839 435488 12
214640 410407 12
51948 171137 12
51948 304957 12
51948 348211 12
51948 271355 12
171137 374035 12
283914 160726 12
283914 460309 12
374035 297823 12
369556 36850 12
233210 173055 12
233210 458641 12
49572 201174 12
49572 6798 12
49572 242415 12
49572 376576 12
298693 36850 12
298693 297823 12
298693 160726 12
159172 160726 12
159172 334156 12
159172 348211 12
55278 297823 12
55278 371517 12
55278 458069 12
55278 370197 12
712066 334156 12
712066 427915 12
712066 304957 12
342143 203910 12
342143 328446 12
342143 17077 12
263813 416091 12
410407 160726 12
410407 383836 12
410407 173055 12
410407 19971 12
410407 460309 12
118674 448698 12
118674 91645 12
118674 148200 12
118674 262928 12
118674 432135 12
118674 252668 12
118674 76244 12
118674 334398 12
118674 347640 12
118674 251481 12
259708 442071 12
259708 182290 12
259708 57755 12
259708 303731 12
259708 404138 12
259708 285380 12
259708 286671 12
454904 19111 12
454904 23046 12
454904 360965 12
454904 2042 12
331059 38951 12
331059 448698 12
174872 265751 12
265751 2042 12
265751 38951 12
265751 382061 12
265751 161459 12
132873 91645 12
202280 19971 12
202280 194653 12
202280 36850 12
202280 271355 12
58281 98521 12
312693 183903 12
146587 198227 12
146587 60122 12
146587 333953 12
434479 85648 12
19111 300857 12
300857 286671 12
300857 12893 12
300857 251481 12
382795 113024 12
98521 116368 12
98521 344662 12
98521 68457 12
98521 221110 12
98521 38951 12
98521 12893 12
158633 286671 12
68457 286671 12
15585 271220 12
378704 60920 12
286671 251481 12
393466 431753 12
430083 129480 12
409750 182814 12
291668 128628 12
291668 667801 12
373560 148911 12
128628 292753 12
128628 301420 12
258428 679902 12
474938 468650 12
474938 504368 12
474938 485315 12
474938 496072 12
2042 46716 12
85648 13104 12
85648 451384 12
492765 146584 12
397572 145067 12
397572 348975 12
397572 504487 12
453052 410014 12
162011 60920 12
60920 28085 12
60920 298308 12
504735 473245 12
445495 314341 12
445495 129679 12
187200 206515 12
431753 1058413 12
431753 84407 12
431753 141808 12
431753 443826 12
751903 4204 12
1322691 641015 12
1322691 975036 12
175578 408998 12
175578 115961 12
175578 210816 12
364448 310723 12
364448 413301 12
364448 460211 12
364448 139596 12
364448 260343 12
287832 402382 12
287832 184935 12
287832 334195 12
73141 207517 12
310723 307360 12
310723 190026 12
408998 446723 12
413301 245438 12
413301 296281 12
413301 213686 12
413301 459201 12
413301 115961 12
140865 402382 12
760271 27932 12
27932 111782 12
27932 459201 12
87098 459201 12
165925 25855 12
418260 144417 12
418260 465301 12
58808 307410 12
412383 262772 12
208560 503797 12
208560 282693 12
208560 504487 12
175501 209117 12
175501 80336 12
175501 84249 12
54140 122039 12
54140 319463 12
475085 463143 12
289030 413609 12
127756 452617 12
452617 413609 12
430532 10967 12
225169 101242 12
140874 118065 12
140874 370342 12
897927 296474 12
897927 421657 12
897927 197493 12
122039 20594 12
463143 20594 12
463143 504683 12
204997 503797 12
204997 282693 12
380474 112651 12
319455 130970 12
479605 469216 12
246330 301071 12
252505 239252 12
252505 319585 12
298 405965 12
213686 210816 12
213686 257312 12
20594 328887 12
370342 119315 12
57123 310066 12
334195 342634 12
380880 100560 12
300364 140367 12
262772 144417 12
262772 182820 12
40115 17724 12
244551 1223610 12
244551 97375 12
389980 41237 12
389980 28351 12
1430565 458076 12
91915 396537 12
148200 404138 12
164122 196409 12
498852 482318 12
497437 481649 12
109138 254083 12
172526 440880 12
93396 334426 12
118065 309644 12
118065 503797 12
368951 245249 12
301420 179063 12
331149 220806 12
52351 192114 12
254083 112274 12
30844 112274 12
319463 109322 12
667801 678740 12
312715 1852803 12
97375 369147 12
97375 92900 12
177439 109322 12
427304 440391 12
446066 678740 12
497503 479640 12
479052 500828 12
81447 364114 12
641015 19495 12
83600 364114 12
753195 19495 12
405364 679902 12
644232 62832 12
86217 251647 12
165143 41237 12
165143 206858 12
463516 182469 12
463516 199584 12
463516 284312 12
463516 233296 12
111242 233296 12
28351 1443854 12
28351 1309635 12
28351 1071221 12
485315 496956 12
71834 667402 12
240498 233296 12
371424 168437 12
371424 233296 12
1852803 1902922 12
1852803 1953440 12
1852803 854516 12
4204 975036 12
74015 93105 12
1032919 1223610 12
1035774 2508045 12
109609 440618 12
87606 125006 12
14586 121032 12
376894 85902 12
202586 432387 12
432387 169198 12
440618 418088 12
1477454 1377706 12
1460534 1488401 12
268109 362133 11
268109 345973 11
268109 416091 11
268109 373314 11
268109 366315 11
250291 25087 11
250291 297848 11
250291 343502 11
250291 299540 11
250291 233664 11
250291 307087 11
250291 242125 11
250291 55057 11
250291 27542 11
250291 371900 11
250291 443170 11
160700 405164 11
309018 310994 11
309018 475437 11
309018 500828 11
448319 249351 11
295644 249351 11
295644 189667 11
295644 323159 11
295644 55057 11
165445 391592 11
165445 335217 11
165445 275897 11
165445 348342 11
165445 189667 11
165445 171137 11
165445 30844 11
165445 214640 11
165445 322388 11
165445 348706 11
434359 165975 11
128262 213686 11
128262 251407 11
142582 287832 11
142582 73141 11
142582 334195 11
444562 171130 11
444562 448698 11
444562 252668 11
444562 191544 11
444562 300857 11
444562 474189 11
444562 334398 11
3090 307360 11
12852 440294 11
12852 298693 11
12852 202280 11
12852 334839 11
12852 283423 11
12852 1873 11
12852 300773 11
12852 118212 11
12852 323159 11
12852 187200 11
294668 22242 11
294668 286766 11
294668 136299 11
294668 291849 11
110898 74599 11
110898 226782 11
110898 416091 11
110898 283423 11
443456 362133 11
371959 165975 11
371959 111839 11
371959 30844 11
371959 382466 11
371959 341561 11
371959 271355 11
371959 318929 11
371959 203093 11
3199 51948 11
432674 277693 11
405164 159172 11
405164 249609 11
272518 712066 11
169843 283423 11
169843 334632 11
169843 239647 11
169843 193426 11
309240 314698 11
309240 340987 11
211092 440294 11
211092 206582 11
211092 194415 11
211092 202280 11
211092 374035 11
307171 185817 11
307171 496435 11
307171 1873 11
307171 297848 11
307171 340987 11
307171 360184 11
307171 335813 11
307171 1805078 11
307171 387418 11
307171 13831 11
307171 10804 11
307171 39125 11
307171 6798 11
307171 422063 11
307171 430532 11
249638 206582 11
440294 111839 11
192358 66640 11
192358 137387 11
192358 496435 11
192358 342626 11
192358 242415 11
192358 192114 11
192358 314154 11
192358 490784 11
192358 111839 11
192358 348342 11
192358 458855 11
192358 30844 11
163608 263813 11
163608 41707 11
163608 300773 11
163608 373314 11
163608 326432 11
163608 372655 11
163608 435488 11
163608 452058 11
163608 427915 11
163608 167142 11
163608 121809 11
180681 185817 11
180681 206582 11
286766 170165 11
266945 72423 11
266945 118065 11
266945 463143 11
256 368951 11
183867 169688 11
183867 209117 11
183867 109322 11
181851 109322 11
195792 375007 11
195792 181123 11
195792 131378 11
195792 319463 11
375007 204997 11
375007 109322 11
375007 208560 11
406150 140382 11
406150 276640 11
406150 68561 11
226250 177706 11
226250 146587 11
292204 453052 11
237487 38797 11
237487 360965 11
237487 157247 11
237487 261559 11
315203 147091 11
315203 294952 11
150286 106523 11
150286 115961 11
150286 63109 11
242732 251407 11
242732 402382 11
347324 402382 11
347324 593 11
347324 340759 11
347324 91470 11
347324 334195 11
347324 271220 11
277693 263045 11
277693 2367 11
277693 33168 11
277693 330019 11
375528 67095 11
321451 228450 11
92853 211676 11
301325 265751 11
301325 41599 11
22242 211676 11
359327 192872 11
464750 437940 11
226055 423990 11
226055 246744 11
221082 488494 11
221082 207679 11
273946 154056 11
273946 54385 11
273946 474189 11
273946 417490 11
273946 28085 11
273946 25614 11
448720 423990 11
47833 146923 11
14308 645809 11
14308 209529 11
14308 246744 11
503014 85648 11
353255 159172 11
353255 118212 11
147091 466435 11
409056 376202 11
409056 416091 11
409056 20904 11
409056 430532 11
409056 462828 11
409056 51948 11
409056 202280 11
409056 292751 11
93696 419290 11
41599 404310 11
41599 23046 11
41599 286671 11
295351 367110 11
222880 417781 11
353309 360811 11
353309 93396 11
333722 490784 11
72423 459041 11
72423 181123 11
72423 111563 11
307519 181123 11
307519 439432 11
182876 140874 11
182876 177439 11
182876 209117 11
182876 319463 11
182876 504487 11
182876 370342 11
157744 458069 11
157744 13588 11
157744 292431 11
157744 39125 11
206582 318929 11
206582 160726 11
404907 458069 11
404907 297823 11
404907 334839 11
404907 434479 11
404907 37159 11
82628 361793 11
82628 136395 11
82628 269975 11
82628 300770 11
82628 323159 11
82628 13588 11
82628 349282 11
82628 291849 11
122757 414571 11
122757 341561 11
122757 10967 11
122757 63899 11
122757 452058 11
122757 109138 11
122757 362133 11
122757 36850 11
165975 416091 11
165975 225990 11
226782 20904 11
226782 10804 11
226782 374035 11
226782 422063 11
211676 46969 11
20904 171137 11
4523 283914 11
4523 369556 11
4523 55278 11
362133 410407 11
66640 397774 11
213947 431768 11
213947 164234 11
213947 423990 11
92954 423990 11
92954 81015 11
92954 333953 11
92954 374479 11
189667 127261 11
127261 385589 11
118212 348211 11
341561 417781 11
71777 11704 11
422063 413071 11
417781 348342 11
83027 87098 11
83027 155966 11
83027 251407 11
38145 30844 11
462828 51948 11
462828 233210 11
462828 430532 11
428613 369556 11
428613 233210 11
314698 64073 11
314698 109138 11
314698 214640 11
57484 214640 11
57484 194415 11
57484 348211 11
57484 194653 11
57484 370197 11
164792 348211 11
164792 254083 11
413071 214640 11
413071 414571 11
413071 258409 11
413071 304957 11
348706 50197 11
348706 435488 11
348706 298693 11
348706 202280 11
453333 150144 11
453333 465703 11
453333 334398 11
2367 360965 11
2367 67095 11
2367 835 11
2367 442071 11
355797 85648 11
179269 331059 11
179269 238392 11
22805 164234 11
207679 246744 11
318410 344662 11
318410 328446 11
318410 378704 11
318410 63052 11
164484 50197 11
164484 435488 11
164484 171137 11
164484 430532 11
164484 112274 11
307087 28372 11
307087 410407 11
10804 258409 11
10804 458069 11
50197 369556 11
28372 371517 11
28372 449094 11
28372 160726 11
209529 103107 11
180379 416091 11
180379 451384 11
291849 67095 11
292751 460309 11
292751 39125 11
292751 349930 11
292751 93080 11
292751 204423 11
334839 171137 11
334839 194415 11
334839 30844 11
334839 348211 11
334839 334156 11
138614 376202 11
367110 11704 11
7893 298693 11
51948 435488 11
51948 348342 11
51948 382466 11
51948 160726 11
51948 318929 11
171137 159172 11
171137 109138 11
171137 254083 11
171137 112274 11
283914 314154 11
283914 203761 11
283914 194415 11
283914 281642 11
283914 318222 11
374035 452058 11
369556 435488 11
369556 271355 11
369556 348211 11
369556 258409 11
369556 452058 11
233210 297823 11
233210 318929 11
49572 163926 11
49572 314154 11
49572 219992 11
49572 121809 11
49572 383836 11
49572 19971 11
49572 449094 11
49572 314857 11
298693 10967 11
298693 242415 11
349930 410407 11
159172 458855 11
55278 452058 11
55278 160726 11
55278 94263 11
55278 6798 11
55278 173055 11
712066 93080 11
712066 173055 11
342143 101863 11
342143 300857 11
342143 251481 11
342143 2042 11
342143 251913 11
342143 221110 11
239647 416091 11
173335 153201 11
173335 484370 11
55057 263813 11
263813 323159 11
263813 410407 11
468991 153201 11
146923 43033 11
368464 451384 11
410407 194415 11
410407 304957 11
410407 396253 11
67095 116368 11
67095 259708 11
179065 453052 11
330019 116368 11
118674 23046 11
118674 251407 11
259708 328467 11
259708 394628 11
259708 251913 11
259708 179063 11
454904 359563 11
454904 357690 11
454904 354688 11
454904 157247 11
454904 262928 11
331059 251913 11
331059 37054 11
331059 420376 11
331059 394628 11
331059 23046 11
174872 60920 11
174872 442071 11
265751 13104 11
132873 448698 11
132873 16626 11
100254 206515 11
122253 420554 11
334156 112274 11
202280 304957 11
202280 64073 11
202280 173055 11
496435 108566 11
161459 404310 11
203910 286671 11
312693 128038 11
146587 164234 11
146587 320385 11
225990 369857 11
434479 98521 11
434479 81447 11
19111 40035 11
19111 85648 11
19111 12893 11
19111 465703 11
19111 25614 11
300857 17077 11
382795 156235 11
98521 57755 11
98521 100207 11
98521 85648 11
116368 378704 11
116368 451384 11
154520 205136 11
154520 229695 11
344662 328446 11
158633 251481 11
328446 378704 11
15585 409750 11
15585 79440 11
15585 287832 11
15585 190026 11
15585 416025 11
286671 12893 11
286671 226972 11
286671 85648 11
286671 17077 11
100207 17077 11
443920 431753 11
393466 128628 11
54572 129480 11
291668 1852803 11
128628 667801 11
128628 97375 11
205136 21690 11
258428 162114 11
258428 787610 11
258428 19495 11
258428 753195 11
258428 975036 11
474938 478011 11
474938 473245 11
474938 496956 11
2042 363459 11
2042 453052 11
404310 4048 11
404310 420376 11
85648 307360 11
85648 193209 11
85648 474189 11
85648 470203 11
397572 112651 11
397572 144417 11
397572 83341 11
397572 347729 11
397572 473265 11
397572 68118 11
397572 388897 11
397572 298916 11
453052 432135 11
60920 360965 11
60920 251913 11
60920 37054 11
488832 491749 11
488832 471871 11
416091 369857 11
431753 476484 11
431753 298421 11
431753 421657 11
431753 138409 11
431753 810333 11
431753 188577 11
751903 62832 11
175578 287832 11
175578 245438 11
364448 79440 11
364448 286918 11
364448 448028 11
364448 257312 11
364448 310066 11
287832 448028 11
310723 245438 11
460211 140865 11
140865 28765 11
140865 361708 11
140865 241656 11
307360 296281 11
307360 91470 11
307360 334195 11
27932 210816 11
87098 402382 11
87098 14112 11
418260 182820 11
418260 324303 11
418260 370342 11
418260 282693 11
475417 496956 11
412383 208560 11
208560 17724 11
208560 459041 11
208560 348975 11
83341 175501 11
83341 40115 11
83341 463143 11
83341 169688 11
14112 334195 11
175501 181123 11
175501 504487 11
190026 15085 11
190026 342634 11
169688 181123 11
169688 209117 11
169688 131378 11
169688 177439 11
181123 118065 11
289030 251478 11
345158 348342 11
345158 112274 11
225169 396537 11
163302 245438 11
163302 286918 11
170773 362850 11
463143 320734 11
463143 503797 11
204997 298916 11
204997 131378 11
204997 504487 11
380474 359304 11
380474 110909 11
380474 482096 11
448630 504487 11
479605 481649 11
402382 184935 11
182814 156235 11
298 15085 11
298 296281 11
298 210816 11
15085 213686 11
78039 433847 11
213686 405965 11
213686 184935 11
213686 342634 11
210816 111782 11
459201 334195 11
20594 109322 11
20594 245249 11
504487 317111 11
375932 300364 11
74417 397774 11
74417 405698 11
284000 294952 11
328887 309644 11
328887 319463 11
298577 455426 11
384791 446693 11
262772 279184 11
