Source Target Weight
195792 157954 2
195792 226782 2
195792 344699 2
195792 321475 2
195792 409056 2
195792 39145 2
195792 205011 2
195792 32310 2
195792 361533 2
195792 145067 2
195792 263846 2
195792 382230 2
195792 455439 2
195792 182060 2
195792 48685 2
195792 388897 2
195792 120741 2
195792 496884 2
195792 397025 2
195792 492304 2
195792 34973 2
195792 486723 2
195792 504487 2
195792 475486 2
195792 490253 2
195792 119315 2
195792 141836 2
195792 45867 2
195792 504683 2
195792 16959 2
195792 223032 2
195792 447712 2
195792 88448 2
195792 241329 2
195792 506224 2
195792 224053 2
195792 430878 2
195792 326184 2
195792 25959 2
375007 170773 2
375007 454904 2
375007 140865 2
375007 410407 2
375007 330994 2
375007 266963 2
375007 347912 2
375007 441345 2
375007 503555 2
375007 357899 2
375007 341344 2
375007 36928 2
375007 285541 2
375007 119893 2
375007 303818 2
375007 48685 2
375007 322686 2
375007 180379 2
375007 209117 2
375007 481405 2
375007 274375 2
375007 128728 2
375007 45261 2
375007 287692 2
375007 129585 2
375007 362133 2
375007 253669 2
375007 348975 2
375007 182060 2
375007 10106 2
375007 123051 2
375007 143434 2
375007 102478 2
375007 282693 2
375007 37867 2
375007 407954 2
375007 489422 2
375007 465301 2
375007 324303 2
375007 112651 2
375007 20592 2
375007 459433 2
375007 247927 2
375007 503797 2
375007 298916 2
375007 291177 2
375007 346513 2
375007 36944 2
375007 483316 2
375007 72314 2
375007 277693 2
375007 429261 2
375007 712918 2
375007 80101 2
375007 489767 2
375007 284934 2
375007 331719 2
375007 438317 2
375007 273946 2
197724 370342 2
260569 80466 2
406150 496325 2
406150 273946 2
406150 9882 2
406150 15190 2
406150 330019 2
406150 81015 2
406150 453333 2
406150 303067 2
406150 388702 2
406150 110984 2
406150 447436 2
406150 354133 2
406150 496771 2
406150 175908 2
406150 1934395 2
406150 98044 2
406150 128936 2
406150 330170 2
406150 298348 2
406150 43089 2
406150 259917 2
406150 84317 2
406150 465958 2
406150 394678 2
406150 311432 2
406150 298326 2
406150 283140 2
406150 198227 2
406150 3241886 2
406150 161459 2
406150 104852 2
406150 58465 2
406150 431266 2
406150 67095 2
406150 14104 2
406150 384791 2
406150 342143 2
406150 375781 2
406150 38691 2
406150 119790 2
406150 434479 2
406150 259708 2
406150 194596 2
406150 414775 2
406150 345242 2
406150 236434 2
406150 305491 2
406150 440899 2
406150 127892 2
406150 447590 2
406150 406895 2
406150 308279 2
406150 271461 2
406150 124429 2
406150 117173 2
406150 19930 2
406150 455487 2
406150 466013 2
406150 106703 2
406150 343285 2
406150 222880 2
406150 72900 2
406150 61982 2
406150 326999 2
406150 317695 2
406150 266839 2
406150 438839 2
406150 16042 2
406150 293825 2
406150 107679 2
406150 210210 2
406150 292021 2
406150 414309 2
406150 310306 2
406150 95907 2
406150 127120 2
406150 379171 2
406150 104918 2
406150 1298823 2
406150 32458 2
406150 435641 2
343503 226250 2
343503 359327 2
343503 177706 2
343503 455487 2
343503 103107 2
343503 92954 2
226250 94529 2
226250 426647 2
226250 408929 2
226250 47833 2
226250 336353 2
226250 341321 2
226250 151868 2
226250 384791 2
226250 434479 2
226250 437367 2
226250 431768 2
226250 141260 2
226250 227045 2
226250 280401 2
226250 62791 2
226250 187134 2
226250 108317 2
226250 145513 2
226250 447879 2
226250 222226 2
226250 68561 2
226250 60122 2
226250 238316 2
226250 68010 2
226250 448738 2
226250 455487 2
226250 67095 2
226250 458592 2
292204 355797 2
292204 33168 2
292204 119923 2
292204 198890 2
292204 121795 2
292204 349771 2
292204 376202 2
292204 23046 2
292204 45434 2
292204 378704 2
292204 67095 2
292204 162011 2
292204 251913 2
292204 41599 2
292204 18661 2
292204 238392 2
292204 357690 2
292204 375980 2
292204 311008 2
237487 323968 2
237487 435639 2
237487 18661 2
237487 185880 2
237487 384173 2
237487 224210 2
237487 182337 2
237487 289040 2
237487 300745 2
237487 171878 2
237487 358295 2
237487 909836 2
237487 318877 2
237487 136299 2
237487 432414 2
237487 422661 2
237487 363679 2
237487 451384 2
237487 165975 2
237487 211676 2
237487 390071 2
237487 366819 2
237487 76244 2
237487 15718 2
237487 31906 2
237487 61537 2
237487 326972 2
237487 106572 2
237487 9816 2
237487 447411 2
237487 298308 2
237487 198806 2
237487 383216 2
237487 91393 2
237487 434035 2
237487 253117 2
237487 129679 2
237487 489562 2
237487 234003 2
237487 412150 2
237487 263460 2
237487 125452 2
237487 29358 2
237487 289262 2
237487 226972 2
237487 87014 2
237487 213570 2
237487 359780 2
237487 381522 2
237487 251481 2
237487 356286 2
237487 440293 2
237487 1380389 2
237487 298503 2
237487 397570 2
237487 868998 2
237487 434479 2
237487 339845 2
237487 82030 2
237487 178314 2
237487 330451 2
237487 455051 2
237487 182814 2
237487 47684 2
237487 100792 2
237487 229327 2
237487 183973 2
237487 258848 2
237487 165925 2
237487 276897 2
237487 347324 2
237487 94553 2
237487 306642 2
237487 76444 2
237487 16400 2
237487 44733 2
237487 134309 2
237487 237794 2
237487 198502 2
237487 12893 2
237487 413812 2
237487 235180 2
237487 201659 2
237487 262905 2
237487 445262 2
237487 200707 2
237487 133739 2
237487 191968 2
237487 324233 2
237487 2673 2
237487 495326 2
237487 38259 2
237487 459632 2
237487 461706 2
237487 75165 2
237487 74844 2
237487 221688 2
237487 262535 2
237487 113598 2
237487 46063 2
237487 265710 2
237487 116112 2
237487 18584 2
237487 385441 2
237487 108150 2
237487 370396 2
237487 132901 2
237487 157140 2
237487 312868 2
237487 160693 2
237487 77712 2
237487 241157 2
237487 238092 2
237487 84791 2
237487 254747 2
237487 376244 2
40843 376686 2
40843 349545 2
40843 155435 2
40843 216737 2
40843 237233 2
40843 77427 2
40843 200545 2
40843 139019 2
40843 236635 2
40843 416025 2
40843 320736 2
40843 17065 2
40843 111606 2
40843 224671 2
40843 215143 2
40843 28120 2
40843 324347 2
40843 315547 2
40843 181235 2
40843 122757 2
40843 174559 2
40843 205649 2
40843 66640 2
40843 187350 2
40843 231105 2
40843 423698 2
40843 353610 2
40843 123894 2
40843 215575 2
40843 104443 2
41707 315203 2
41707 409056 2
41707 420554 2
41707 106826 2
41707 299540 2
41707 132091 2
41707 11096 2
41707 340062 2
41707 8284 2
41707 76544 2
41707 45504 2
41707 397774 2
41707 275361 2
41707 314282 2
41707 401787 2
41707 291849 2
41707 369556 2
41707 321451 2
41707 127261 2
41707 334839 2
41707 48802 2
41707 169688 2
41707 382466 2
41707 157744 2
41707 424661 2
315203 503046 2
315203 216737 2
315203 275361 2
315203 17065 2
315203 90454 2
315203 111606 2
315203 348703 2
315203 301458 2
315203 310066 2
315203 450360 2
315203 283305 2
315203 203547 2
315203 450656 2
315203 180606 2
315203 397774 2
315203 58655 2
315203 426794 2
315203 220946 2
306228 306294 2
306228 82628 2
306228 25022 2
306228 299540 2
306228 122253 2
306228 132091 2
306228 45504 2
306228 263813 2
306228 322473 2
306228 234328 2
306228 112109 2
306228 409750 2
306228 241763 2
306228 384094 2
306228 205649 2
306228 316394 2
306228 73856 2
306228 216737 2
306228 384987 2
306228 195338 2
306228 319248 2
306228 255946 2
306228 382795 2
306228 233730 2
306228 224671 2
306228 28120 2
306228 496659 2
306228 348703 2
306228 180379 2
306228 203975 2
306228 347324 2
306228 228450 2
306228 277693 2
306228 312837 2
306228 283305 2
306228 104443 2
306228 203547 2
306228 180606 2
306228 401798 2
306228 426794 2
306228 220946 2
306228 131836 2
306228 405414 2
306228 55654 2
306228 263801 2
306228 416025 2
306228 359129 2
308152 503046 2
308152 349545 2
308152 155435 2
308152 236635 2
308152 316394 2
308152 16 2
308152 493912 2
308152 320736 2
308152 17065 2
308152 275361 2
308152 111606 2
308152 496659 2
308152 793652 2
308152 336521 2
308152 668036 2
308152 181235 2
308152 283305 2
308152 380545 2
308152 277693 2
308152 131836 2
308152 158200 2
308152 237233 2
308152 450360 2
308152 203547 2
308152 220161 2
308152 220946 2
308152 104386 2
308152 45504 2
224423 413301 2
224423 5205 2
224423 87098 2
224423 73141 2
224423 298 2
224423 86603 2
224423 459201 2
224423 18537 2
224423 286918 2
224423 193575 2
224423 760271 2
224423 27932 2
224423 307360 2
224423 369820 2
224423 15085 2
224423 182814 2
224423 334195 2
150286 240672 2
150286 304382 2
150286 359719 2
150286 420786 2
150286 285933 2
150286 328382 2
150286 210274 2
150286 256797 2
150286 290969 2
150286 257697 2
150286 221936 2
150286 350259 2
150286 211554 2
150286 279011 2
150286 377505 2
150286 149563 2
150286 193575 2
150286 405279 2
150286 190830 2
150286 372717 2
150286 134599 2
150286 388128 2
150286 218358 2
150286 273748 2
150286 49345 2
150286 256314 2
150286 203910 2
150286 36393 2
150286 139596 2
150286 271220 2
150286 125301 2
150286 156235 2
150286 243266 2
242732 240672 2
242732 359719 2
242732 420786 2
242732 23912 2
242732 236600 2
242732 285933 2
242732 253930 2
242732 395815 2
242732 435347 2
242732 257697 2
242732 157247 2
242732 403528 2
242732 384791 2
242732 324372 2
242732 451384 2
242732 8874 2
242732 414613 2
242732 118674 2
242732 384094 2
242732 367765 2
242732 127910 2
242732 5205 2
242732 86603 2
242732 63536 2
242732 233788 2
242732 56320 2
242732 415474 2
242732 266879 2
242732 218358 2
242732 328881 2
242732 293560 2
242732 156235 2
242732 79633 2
242732 47642 2
242732 464080 2
242732 256314 2
242732 39296 2
242732 319026 2
242732 57123 2
242732 262565 2
242732 409005 2
242732 136357 2
347324 277693 2
347324 364545 2
347324 395815 2
347324 348382 2
347324 257697 2
347324 157247 2
347324 36349 2
347324 318877 2
347324 389791 2
347324 395753 2
347324 151821 2
347324 32197 2
347324 56813 2
347324 49345 2
347324 297249 2
347324 401098 2
347324 151803 2
347324 451384 2
347324 98521 2
347324 237 2
347324 364892 2
347324 93498 2
347324 111782 2
347324 86603 2
347324 15085 2
347324 307417 2
347324 246391 2
347324 3866 2
347324 466686 2
347324 211984 2
347324 31021 2
347324 367765 2
347324 87090 2
347324 19859 2
347324 254257 2
347324 49006 2
347324 359612 2
347324 193575 2
347324 177692 2
347324 113024 2
347324 404078 2
347324 282932 2
347324 458642 2
347324 182005 2
347324 246409 2
347324 189340 2
347324 308466 2
347324 412277 2
347324 453333 2
347324 41599 2
347324 202139 2
347324 19930 2
347324 35153 2
347324 294739 2
347324 20851 2
347324 47210 2
347324 285933 2
347324 7170 2
347324 2367 2
347324 436261 2
347324 88314 2
347324 275138 2
347324 32507 2
347324 434479 2
347324 67095 2
347324 326972 2
347324 242693 2
347324 132873 2
347324 453052 2
347324 256314 2
347324 166150 2
347324 108656 2
347324 290490 2
347324 170621 2
347324 409005 2
347324 190371 2
347324 159776 2
347324 221936 2
347324 53335 2
347324 292274 2
347324 273946 2
347324 19111 2
347324 415474 2
347324 304382 2
347324 129404 2
347324 323096 2
347324 271492 2
347324 73491 2
347324 293560 2
277693 214966 2
277693 241399 2
277693 129480 2
277693 376244 2
277693 252207 2
277693 40307 2
277693 237394 2
277693 162366 2
277693 344501 2
277693 187331 2
277693 452564 2
277693 60188 2
277693 167543 2
277693 262831 2
277693 424761 2
277693 409750 2
277693 414700 2
277693 330895 2
277693 75147 2
277693 88123 2
277693 268798 2
277693 217670 2
277693 67085 2
277693 367765 2
277693 446546 2
277693 10562 2
277693 373560 2
277693 62830 2
277693 196149 2
277693 29995 2
277693 482949 2
277693 101913 2
277693 142751 2
277693 343941 2
277693 467779 2
277693 170293 2
277693 258428 2
277693 118275 2
277693 149058 2
277693 238392 2
277693 254747 2
277693 171130 2
277693 391224 2
277693 264190 2
277693 297542 2
277693 297071 2
277693 492846 2
277693 10646 2
277693 143450 2
277693 254712 2
277693 213947 2
277693 198890 2
277693 121795 2
277693 452617 2
277693 242693 2
277693 221082 2
277693 179595 2
277693 75830 2
277693 170835 2
277693 212227 2
277693 389495 2
277693 291282 2
277693 334398 2
277693 182814 2
277693 241656 2
277693 251407 2
277693 476692 2
277693 173500 2
277693 38797 2
277693 353255 2
277693 92968 2
277693 345158 2
277693 416903 2
277693 311165 2
277693 263460 2
277693 29358 2
277693 286558 2
277693 209713 2
277693 319649 2
277693 348055 2
277693 127857 2
277693 44733 2
277693 411613 2
277693 182290 2
277693 126567 2
277693 318877 2
277693 261482 2
277693 242443 2
277693 79670 2
277693 485383 2
277693 244445 2
277693 157328 2
277693 37159 2
277693 16294 2
277693 27542 2
277693 194415 2
277693 334839 2
277693 283095 2
277693 474189 2
277693 92954 2
277693 262657 2
277693 298308 2
277693 353181 2
277693 350867 2
277693 144028 2
277693 470203 2
277693 185880 2
277693 312693 2
277693 183903 2
277693 37054 2
277693 461195 2
277693 204903 2
277693 311441 2
277693 258848 2
277693 410407 2
277693 199407 2
277693 320413 2
277693 281371 2
277693 151821 2
277693 16400 2
277693 105318 2
277693 98097 2
277693 143886 2
277693 405024 2
277693 216324 2
277693 114190 2
277693 96168 2
277693 83071 2
277693 214640 2
277693 350680 2
277693 30102 2
277693 246375 2
277693 51948 2
277693 334156 2
277693 41192 2
277693 272341 2
277693 413071 2
277693 314154 2
277693 348211 2
277693 193209 2
277693 318929 2
277693 1852803 2
277693 385990 2
277693 292753 2
277693 445176 2
277693 174872 2
277693 367252 2
277693 45929 2
277693 69253 2
277693 371006 2
277693 182271 2
277693 452212 2
277693 84265 2
277693 62472 2
277693 102989 2
277693 179065 2
277693 397209 2
277693 411505 2
277693 22167 2
277693 55057 2
277693 206582 2
277693 257279 2
277693 107580 2
277693 242415 2
277693 298693 2
277693 109138 2
277693 200968 2
277693 233210 2
277693 28372 2
277693 55278 2
277693 154120 2
277693 164484 2
277693 169957 2
277693 318245 2
277693 332938 2
277693 257312 2
277693 179358 2
277693 223490 2
277693 48822 2
277693 194478 2
277693 246454 2
277693 222218 2
277693 422631 2
277693 136357 2
277693 470949 2
277693 500396 2
277693 303047 2
277693 404138 2
277693 371569 2
277693 125849 2
277693 374993 2
277693 302409 2
277693 336816 2
375528 453333 2
375528 355797 2
375528 236886 2
375528 176376 2
375528 54572 2
375528 58281 2
375528 146417 2
375528 343967 2
375528 452564 2
375528 458069 2
375528 332455 2
375528 68457 2
375528 335767 2
375528 169181 2
375528 75147 2
375528 111564 2
375528 440691 2
375528 57340 2
375528 373560 2
375528 196149 2
375528 29995 2
375528 343941 2
375528 63052 2
375528 163335 2
375528 303067 2
375528 128628 2
375528 49053 2
375528 318877 2
375528 140865 2
375528 153625 2
375528 273946 2
375528 118674 2
375528 277733 2
375528 249267 2
375528 58465 2
214966 352723 2
214966 318877 2
214966 132073 2
214966 73141 2
214966 138134 2
214966 398655 2
214966 448028 2
214966 266879 2
214966 7170 2
214966 409750 2
214966 178384 2
214966 308466 2
214966 287832 2
214966 340759 2
214966 460211 2
214966 299648 2
214966 257312 2
214966 361708 2
214966 243266 2
214966 182814 2
135019 240672 2
240672 301325 2
240672 156235 2
240672 364448 2
240672 441648 2
240672 91470 2
240672 416025 2
240672 310066 2
240672 257312 2
458707 307360 2
458707 251407 2
458707 364448 2
458707 459201 2
458707 28765 2
458707 333983 2
458707 73141 2
458707 91074 2
458707 83027 2
119099 208285 2
119099 407763 2
119099 146649 2
119099 117072 2
119099 445495 2
119099 306328 2
119099 382061 2
119099 37365 2
119099 108317 2
119099 185146 2
119099 10376 2
119099 251913 2
119099 273946 2
119099 19111 2
119099 226972 2
119099 140865 2
119099 175213 2
119099 154120 2
119099 281195 2
119099 307743 2
119099 116979 2
119099 25614 2
119099 342143 2
119099 24964 2
119099 154669 2
119099 367587 2
119099 5170 2
119099 81836 2
119099 305031 2
119099 297688 2
119099 191821 2
119099 98521 2
119099 39273 2
119099 224408 2
119099 41599 2
119099 396281 2
119099 242443 2
119099 389286 2
119099 296044 2
119099 15971 2
119099 92764 2
119099 599141 2
321451 335217 2
321451 147534 2
321451 229458 2
321451 165346 2
321451 390811 2
321451 116131 2
321451 391592 2
321451 449984 2
321451 353406 2
321451 369261 2
321451 414571 2
321451 397774 2
321451 362133 2
321451 51948 2
321451 440527 2
321451 14627 2
321451 133736 2
321451 127855 2
321451 340068 2
321451 319009 2
321451 393725 2
321451 217233 2
321451 411204 2
321451 343222 2
321451 295351 2
321451 50905 2
321451 376954 2
321451 108566 2
321451 248129 2
321451 73048 2
321451 20904 2
321451 190439 2
321451 127261 2
321451 292751 2
321451 139330 2
321451 75950 2
321451 69050 2
321451 208353 2
321451 317331 2
321451 420156 2
321451 1873 2
321451 300773 2
321451 189667 2
321451 72423 2
321451 377895 2
321451 410407 2
321451 116788 2
321451 329999 2
321451 205649 2
321451 89463 2
321451 35105 2
321451 402406 2
321451 59365 2
321451 210737 2
321451 124392 2
321451 10967 2
321451 242415 2
321451 712066 2
321451 405414 2
321451 78677 2
92853 82628 2
92853 317941 2
92853 341561 2
92853 330469 2
92853 122757 2
92853 23859 2
92853 239647 2
92853 189092 2
92853 385589 2
92853 229458 2
92853 295351 2
92853 39933 2
92853 238481 2
92853 11704 2
92853 327152 2
92853 416091 2
92853 366315 2
92853 116788 2
92853 274557 2
92853 82801 2
92853 334632 2
92853 217019 2
92853 185817 2
92853 74599 2
92853 105593 2
92853 83512 2
92853 2367 2
92853 273946 2
92853 60920 2
92853 410608 2
92853 801925 2
92853 280425 2
92853 454904 2
92853 46969 2
92853 287929 2
92853 47872 2
92853 322998 2
92853 380545 2
301325 150887 2
301325 306490 2
301325 410617 2
301325 91645 2
301325 16479 2
301325 395753 2
301325 318410 2
301325 251407 2
301325 435347 2
301325 431753 2
301325 30150 2
301325 416025 2
301325 311165 2
301325 289030 2
301325 54946 2
301325 318877 2
301325 408998 2
301325 897927 2
301325 63391 2
301325 367765 2
301325 27268 2
301325 226404 2
301325 37054 2
301325 142709 2
301325 179065 2
301325 171130 2
301325 363138 2
301325 62830 2
301325 269301 2
301325 382795 2
301325 398655 2
301325 350259 2
301325 79440 2
301325 223974 2
301325 455051 2
301325 49053 2
301325 108656 2
301325 10660 2
301325 438270 2
301325 289262 2
301325 144028 2
301325 303342 2
301325 355797 2
301325 76244 2
301325 136299 2
301325 290222 2
301325 487196 2
301325 420376 2
301325 182337 2
301325 208867 2
301325 19930 2
301325 300857 2
301325 171172 2
301325 227508 2
301325 127616 2
301325 377144 2
301325 408593 2
301325 262928 2
301325 33168 2
301325 192300 2
301325 222880 2
301325 211676 2
301325 352165 2
301325 150266 2
301325 442933 2
301325 376244 2
301325 191495 2
301325 432135 2
301325 179063 2
301325 25614 2
301325 396373 2
301325 295570 2
301325 492860 2
301325 111451 2
301325 412277 2
301325 179358 2
301325 353119 2
301325 331149 2
301325 328567 2
301325 187200 2
301325 465703 2
301325 87160 2
301325 226972 2
301325 96168 2
301325 450324 2
301325 70478 2
301325 17077 2
301325 224408 2
301325 117072 2
301325 170835 2
301325 18720 2
301325 404138 2
301325 221110 2
369261 317331 2
369261 276455 2
369261 381220 2
369261 353406 2
369261 122757 2
369261 165975 2
369261 381324 2
369261 93396 2
369261 333722 2
369261 435498 2
369261 257228 2
369261 210559 2
369261 342626 2
369261 51413 2
369261 336233 2
369261 291849 2
369261 323159 2
369261 55057 2
369261 187200 2
369261 167142 2
369261 341561 2
23337 217019 2
23337 398876 2
23337 353406 2
23337 231361 2
23337 300773 2
23337 165563 2
23337 136395 2
23337 431598 2
23337 20904 2
23337 362133 2
23337 410608 2
23337 127261 2
23337 490784 2
23337 193426 2
23337 36944 2
23337 339308 2
23337 49572 2
23337 334632 2
23337 46969 2
23337 211676 2
23337 82628 2
23337 228450 2
23337 224628 2
23337 390071 2
23337 434467 2
23337 61824 2
23337 137961 2
23337 257228 2
23337 159172 2
23337 381591 2
23337 239647 2
23337 342626 2
149991 22242 2
149991 88036 2
149991 381324 2
149991 180379 2
149991 490784 2
149991 82628 2
149991 165563 2
149991 360811 2
149991 36944 2
149991 341561 2
149991 416091 2
22242 224598 2
22242 398876 2
22242 57268 2
22242 63694 2
22242 452480 2
22242 264954 2
22242 326432 2
22242 498475 2
22242 193426 2
22242 239647 2
22242 369590 2
22242 46969 2
22242 283423 2
88036 217019 2
88036 185817 2
88036 271858 2
88036 21967 2
88036 398876 2
88036 409056 2
88036 360811 2
88036 137387 2
88036 192114 2
88036 49855 2
88036 108959 2
88036 33132 2
88036 55057 2
88036 274898 2
88036 65148 2
88036 74599 2
88036 420156 2
88036 93396 2
88036 410608 2
88036 1451 2
88036 333722 2
88036 82801 2
88036 187200 2
88036 86593 2
88036 11704 2
16 122757 2
16 69050 2
16 485037 2
16 147534 2
16 59781 2
16 431753 2
16 179792 2
16 386150 2
16 46174 2
16 75844 2
16 97951 2
16 289030 2
16 125561 2
16 897927 2
16 451384 2
16 240893 2
16 56826 2
16 355819 2
16 100963 2
16 69492 2
16 801925 2
16 196650 2
16 35105 2
16 474195 2
16 393725 2
16 361299 2
16 205096 2
16 210325 2
16 37740 2
16 251481 2
16 224598 2
16 210737 2
16 225728 2
16 332520 2
16 49855 2
16 55057 2
16 158633 2
16 115264 2
16 128870 2
16 145779 2
16 476161 2
16 116857 2
16 116788 2
16 74417 2
16 139330 2
16 155296 2
16 233664 2
16 372655 2
16 447220 2
16 39933 2
16 254163 2
16 300773 2
16 712425 2
16 295772 2
16 37159 2
16 165346 2
16 378704 2
16 679902 2
16 810333 2
16 83512 2
16 87283 2
16 449984 2
16 306027 2
16 113650 2
16 146674 2
16 110508 2
16 66862 2
16 401441 2
16 258226 2
16 159881 2
16 458641 2
16 221980 2
16 377895 2
16 214640 2
16 374035 2
16 242415 2
16 341561 2
16 454043 2
16 34735 2
16 291810 2
16 465703 2
16 161465 2
16 157328 2
16 64140 2
16 25614 2
16 25087 2
16 335813 2
16 222140 2
16 280171 2
16 202348 2
16 304216 2
16 460394 2
16 66044 2
16 103941 2
16 95734 2
16 360983 2
16 343222 2
16 362146 2
16 1430565 2
16 13831 2
16 306583 2
16 142625 2
359327 437367 2
359327 81786 2
359327 259708 2
359327 453675 2
359327 1854034 2
359327 118674 2
359327 3241886 2
359327 98044 2
359327 144419 2
359327 368464 2
359327 259917 2
359327 486217 2
359327 75361 2
359327 333132 2
359327 453052 2
359327 309382 2
359327 106703 2
359327 106181 2
359327 414309 2
359327 187134 2
359327 474078 2
359327 108317 2
359327 394515 2
359327 456776 2
359327 55220 2
359327 295870 2
359327 422858 2
359327 345242 2
359327 275666 2
359327 300443 2
359327 19930 2
359327 458972 2
359327 403373 2
359327 68808 2
359327 64224 2
359327 179643 2
359327 343285 2
359327 448030 2
359327 291422 2
359327 263053 2
359327 453313 2
359327 92968 2
359327 173766 2
359327 248231 2
359327 158486 2
359327 337104 2
359327 358868 2
359327 281562 2
359327 210210 2
359327 42714 2
359327 67095 2
359327 196409 2
359327 193527 2
359327 447436 2
359327 87651 2
359327 488592 2
464750 238144 2
464750 204747 2
464750 368464 2
464750 61982 2
464750 328216 2
464750 435641 2
464750 198227 2
464750 259708 2
464750 179548 2
464750 118674 2
464750 229760 2
464750 496771 2
464750 175908 2
464750 469866 2
464750 474078 2
464750 280401 2
464750 62791 2
464750 383134 2
464750 402953 2
464750 58465 2
464750 179815 2
464750 38691 2
464750 145513 2
464750 68561 2
464750 72900 2
464750 43033 2
464750 158041 2
464750 321029 2
464750 68010 2
464750 458972 2
464750 127120 2
464750 384791 2
464750 19050 2
464750 1298823 2
464750 326126 2
464750 357290 2
464750 320227 2
464750 326999 2
464750 85534 2
464750 422858 2
464750 447590 2
226055 47833 2
226055 719838 2
226055 27074 2
226055 426647 2
226055 146923 2
226055 238144 2
226055 68010 2
226055 316115 2
226055 129585 2
226055 108317 2
226055 68561 2
226055 371802 2
226055 140382 2
226055 60122 2
226055 238316 2
226055 645809 2
226055 62791 2
226055 179548 2
226055 415230 2
226055 158041 2
226055 173766 2
226055 458972 2
226055 496771 2
226055 431768 2
226055 466013 2
226055 394327 2
226055 179643 2
226055 293825 2
226055 453652 2
226055 455487 2
226055 179208 2
226055 436163 2
226055 295743 2
226055 437283 2
226055 341321 2
226055 130477 2
226055 338196 2
226055 378427 2
226055 14104 2
226055 9816 2
226055 315415 2
221082 234053 2
221082 719838 2
221082 94529 2
221082 27074 2
221082 229760 2
221082 286671 2
221082 358864 2
221082 1298823 2
221082 68010 2
221082 222880 2
221082 60122 2
221082 281204 2
221082 458592 2
221082 83071 2
221082 164234 2
221082 345158 2
221082 58465 2
221082 120523 2
221082 435676 2
221082 48037 2
221082 118674 2
221082 222016 2
221082 432189 2
221082 164122 2
221082 266839 2
221082 436812 2
221082 179208 2
221082 248231 2
221082 68808 2
221082 29367 2
221082 90512 2
221082 62791 2
221082 145513 2
221082 81015 2
221082 87651 2
221082 44874 2
221082 179548 2
221082 338196 2
273946 47833 2
273946 125701 2
273946 395807 2
273946 463326 2
273946 496879 2
273946 55566 2
273946 124738 2
273946 379133 2
273946 435353 2
273946 18305 2
273946 89060 2
273946 263045 2
273946 42210 2
273946 58791 2
273946 26672 2
273946 258525 2
273946 70433 2
273946 217859 2
273946 394135 2
273946 454623 2
273946 24546 2
273946 336816 2
273946 83071 2
273946 262657 2
273946 36459 2
273946 117352 2
273946 55057 2
273946 328467 2
273946 381363 2
273946 148200 2
273946 424212 2
273946 240963 2
273946 55691 2
273946 118486 2
273946 296926 2
273946 83224 2
273946 344144 2
273946 200581 2
273946 366819 2
273946 109407 2
273946 147311 2
273946 26401 2
273946 413505 2
273946 364545 2
273946 63408 2
273946 147200 2
273946 151784 2
273946 62830 2
273946 11681 2
273946 94606 2
273946 214357 2
273946 455503 2
273946 47684 2
273946 75082 2
273946 570185 2
273946 385990 2
273946 107575 2
273946 20559 2
273946 454418 2
273946 52202 2
273946 435347 2
273946 1321818 2
273946 325872 2
273946 384791 2
273946 374578 2
273946 391867 2
273946 15585 2
273946 427452 2
273946 185434 2
273946 194421 2
273946 107164 2
273946 170835 2
273946 229728 2
273946 191968 2
273946 168548 2
273946 86477 2
273946 21660 2
273946 289262 2
273946 92624 2
273946 191979 2
273946 267856 2
273946 89683 2
273946 216948 2
273946 140030 2
273946 8366 2
273946 221688 2
273946 350568 2
273946 44733 2
273946 309545 2
273946 10660 2
273946 241920 2
273946 236886 2
273946 271832 2
273946 91609 2
273946 75062 2
273946 426297 2
273946 116368 2
273946 65661 2
273946 277624 2
273946 163335 2
273946 16456 2
273946 242443 2
273946 164672 2
273946 203215 2
273946 188038 2
273946 485383 2
273946 73148 2
273946 156235 2
273946 158996 2
273946 151000 2
273946 193740 2
273946 478655 2
273946 105832 2
273946 355831 2
273946 330460 2
273946 342040 2
273946 390071 2
273946 302017 2
273946 180379 2
273946 314369 2
273946 407018 2
273946 366296 2
273946 350867 2
273946 415871 2
273946 82030 2
273946 443640 2
273946 31906 2
273946 140245 2
273946 352252 2
273946 458730 2
273946 5504 2
273946 1352356 2
273946 455051 2
273946 70771 2
273946 229327 2
273946 148978 2
273946 467746 2
273946 287067 2
273946 132901 2
273946 160267 2
273946 222535 2
273946 301420 2
273946 367144 2
273946 351053 2
273946 443588 2
273946 179974 2
273946 149708 2
273946 374677 2
273946 372686 2
273946 125452 2
273946 132684 2
273946 306642 2
273946 311114 2
273946 314119 2
273946 431753 2
273946 128628 2
273946 393466 2
273946 233788 2
273946 379964 2
273946 276897 2
273946 297072 2
273946 388340 2
273946 40320 2
273946 113770 2
273946 339387 2
273946 401025 2
273946 248149 2
273946 371044 2
273946 36481 2
273946 311081 2
273946 125633 2
273946 115072 2
273946 191495 2
273946 226625 2
273946 578072 2
273946 423714 2
273946 240562 2
273946 180634 2
273946 471673 2
273946 359421 2
273946 8496 2
273946 300346 2
273946 170773 2
273946 324544 2
273946 367252 2
273946 393438 2
273946 45929 2
273946 69253 2
273946 182271 2
273946 452212 2
273946 84265 2
273946 466789 2
273946 243446 2
273946 271245 2
273946 141814 2
273946 203777 2
273946 191699 2
273946 330994 2
273946 54572 2
273946 251647 2
273946 148911 2
273946 115764 2
