"Id","path1","is_PE","old_path1","in_orig","old_comm","old_comm.is_PE","path1.is_PE","Community","Degree","Betweenness","PageRank","Bridge"
100011,2,TRUE,NA,FALSE,NA,"NA TRUE","2 TRUE","Pro-vaccine",2,84.7930254434663,1.50064918196213e-05,0
1000256,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",21,141.54385254152,2.24064123556076e-05,0
1000458,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,23,509.329834043268,2.13935955040561e-05,0
1000475,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",1,0,1.51039849587389e-05,0
100055,1,TRUE,NA,FALSE,NA,"NA TRUE","1 TRUE","Anti-vaccine",5,54.759179420325,1.60427945255319e-05,0
1000599,3,NA,3,TRUE,"micro","micro NA","3 NA",NA,36,927.613707959132,2.36668818995357e-05,0
100112,1,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","1 FALSE","Anti-vaccine",17,18.2833333333333,2.19276826609979e-05,2
1001123,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",83,3948.55433513771,6.44562716920085e-05,0
1001467,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",38,216.979177766678,3.00770114228336e-05,0
100207,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",95,13884.447714579,9.32043809981313e-05,5
1002313,3,NA,NA,FALSE,NA,"NA NA","3 NA",NA,72,7383.95907363476,4.84041365295684e-05,0
1002360,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,1,0,1.45848377313825e-05,0
100254,2,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","2 FALSE","Pro-vaccine",399,176266.865216925,0.000546640348464832,172
100273,6,FALSE,11,TRUE,"micro","micro FALSE","6 FALSE",NA,1,0,2.10246202502141e-05,0
1003,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",7,27.25,1.70271624212262e-05,0
1003211,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",6,7,1.86734412609702e-05,0
1003701,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",1,0,1.45619828336365e-05,0
1004075,3,TRUE,NA,FALSE,NA,"NA TRUE","3 TRUE",NA,123,575.700180375182,5.43728672627067e-05,0
1004129,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",64,495.653968253968,5.97269616367966e-05,0
100444,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",15,18.2095238095238,2.18291845510007e-05,0
1005365,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,287,1403.48135977634,0.000221353574599777,0
1005453,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",1,0,1.4732617851169e-05,0
1005455,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,12,253.494083696898,1.6927702977137e-05,0
1005466,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",29,3672.09716312096,2.8127835261321e-05,0
100560,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",101,50242.991211761,0.000313709843529411,7
100586,1,NA,1,TRUE,"Anti-vaccine","Anti-vaccine NA","1 NA","Anti-vaccine",31,2181.11626984127,9.74879831523339e-05,3
1005865,87,FALSE,NA,FALSE,NA,"NA FALSE","87 FALSE",NA,1,0,9.54562810233258e-05,0
100613,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",195,348.398207142015,0.000108486753877212,0
100683,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",3,1,3.44314809818646e-05,0
10070,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",5,22,3.19457823872925e-05,0
100716,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",31,690.276701232877,2.21483313569256e-05,0
100762,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",3,0,3.5742442883514e-05,0
100792,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",53,27299.3164961202,0.000130136524524326,0
1008543,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",4,23.1428571428571,1.64488366143465e-05,0
1008677,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",10,291.597745660677,1.86105235081108e-05,0
1008756,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",6,0,4.80479242381608e-05,0
10096,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",3,30.0854080032413,1.49837330061475e-05,0
100968,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",65,171177.671616704,0.000288280488588601,4
10106,1,NA,1,TRUE,"Anti-vaccine","Anti-vaccine NA","1 NA","Anti-vaccine",4,0,2.19570681607451e-05,0
101099,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",23,567.913613956051,1.92045899778374e-05,0
101119,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,193,801.873784548784,0.000106621696881909,0
1011401,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",4,753.966666666667,1.89027276082818e-05,0
1011406,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",2,0,1.48136810146566e-05,0
1012054,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",9,0.4,2.96645056826769e-05,0
101223,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",135,14844.9564889698,8.87257012512752e-05,0
101227,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,1,0,1.46217128878525e-05,0
101242,3,NA,3,TRUE,"micro","micro NA","3 NA",NA,210,23491.7193848267,0.000168596524099896,0
101254,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,140,1046.47153679654,6.36548640292596e-05,0
1013309,6,FALSE,11,TRUE,"micro","micro FALSE","6 FALSE",NA,6,1,5.8325320592454e-05,0
101347,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",5,37.5,1.90624767419826e-05,0
101431,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,32,414.835277076724,2.78301806437597e-05,0
101460,2,NA,126,TRUE,"micro","micro NA","2 NA","Pro-vaccine",8,13498.4360833611,7.36868124290651e-05,0
101525,67,NA,NA,FALSE,NA,"NA NA","67 NA",NA,1,0,9.54562810233258e-05,0
101531,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",28,279.528283068653,2.15534373645262e-05,0
1015375,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,46,630.542673160173,3.12680708166271e-05,0
101564,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",47,294.693681971623,3.44096480227015e-05,0
1016038,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,5,0,1.60114896303956e-05,0
101637,16,FALSE,5,TRUE,"micro","micro FALSE","16 FALSE",NA,1,0,2.59549647967329e-05,0
101638,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",53,158.176298701299,4.00210363532953e-05,0
1016524,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,1,0,1.45785489449658e-05,0
1016576,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",45,369.231217801806,2.65924064651059e-05,0
1017253,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,98,852.807737136058,4.32897708724156e-05,0
1017650,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",2,0,1.47833720043815e-05,0
101863,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",221,37771.7025375427,0.000233692939442774,5
1018859,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,310,5153.40071705513,0.000282272720706126,0
1018881,1,NA,1,TRUE,"Anti-vaccine","Anti-vaccine NA","1 NA","Anti-vaccine",16,24986.6701977263,7.50771161688739e-05,1
1019046,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",1,0,1.46825468301425e-05,0
1019096,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",100,26428.7536127532,8.1121979410705e-05,2
101913,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",28,22877.3417008431,0.000109231600048191,3
1019148,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",43,2375.56406532799,3.98635616380058e-05,0
1019261,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,1,0,1.45848377313825e-05,0
1019304,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,7,21.135767010767,1.6513356826138e-05,0
1019634,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",6,56.2714285714285,1.60851753692762e-05,0
102100,12,FALSE,NA,FALSE,NA,"NA FALSE","12 FALSE",NA,7,5,0.000136297173033501,0
102110,1,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","1 FALSE","Anti-vaccine",18,728.005527009347,2.16359807005506e-05,0
1021305,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",1,0,3.32637814752538e-05,0
102135,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",1,0,1.49758335824444e-05,0
1021577,3,NA,NA,FALSE,NA,"NA NA","3 NA",NA,194,16564.0086949628,0.000243611025489187,0
102159,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",1,0,1.59648760016163e-05,0
102215,10,FALSE,7,TRUE,"micro","micro FALSE","10 FALSE",NA,3,5,4.05295173188997e-05,0
102309,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",1,0,1.78106581795289e-05,0
1023297,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,31,1040.14853723554,2.66087123559983e-05,0
1023830,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",2,0,1.49822757085455e-05,0
1024,46,TRUE,2,TRUE,"Pro-vaccine","Pro-vaccine TRUE","46 TRUE",NA,1,0,7.35271353828643e-05,0
1024118,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",1,0,1.48709894390678e-05,0
1024172,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",115,6848.46664005408,9.32630303821733e-05,2
102437,3,NA,3,TRUE,"micro","micro NA","3 NA",NA,14,49.0178571428572,2.20492997164697e-05,0
1024591,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,10,35.1030122655123,1.73676728522549e-05,0
102478,1,NA,1,TRUE,"Anti-vaccine","Anti-vaccine NA","1 NA","Anti-vaccine",1,0,1.46649771661454e-05,0
102515,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,73,438.7162284467,4.23364077067331e-05,0
1025211,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,67,79.6940241191766,3.33141350085219e-05,0
102569,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",10,0.5,1.8637016063374e-05,0
102641,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",1,0,1.48638594604287e-05,0
102695,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",1,0,1.64582094688119e-05,0
102720,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",28,101.905150644334,2.142378101045e-05,0
1028116,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",34,247.005443472936,2.60343292847186e-05,0
1028283,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,41,718.957792207789,3.22608531147427e-05,0
1028299,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",70,162.961493159403,6.22513116230306e-05,0
1028726,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,4,0,1.54684546155333e-05,0
102929,1,NA,1,TRUE,"Anti-vaccine","Anti-vaccine NA","1 NA","Anti-vaccine",44,147.888172152974,2.44110251405443e-05,0
102934,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",15,5.58423535855291,1.87909884434591e-05,0
1029397,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",5,9983,4.8532024675835e-05,0
1029620,12,FALSE,NA,FALSE,NA,"NA FALSE","12 FALSE",NA,3,0.833333333333333,4.98705675607986e-05,0
102989,64,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","64 NA",NA,1,0,9.54562810233258e-05,0
1029957,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",70,2330.20810110941,5.11995572882115e-05,1
1030233,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",1,0,3.24937280429105e-05,0
103037,2,TRUE,2,TRUE,"Pro-vaccine","Pro-vaccine TRUE","2 TRUE","Pro-vaccine",250,41744.3505582538,0.000261818044943557,2
103049,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,27,19676.5147585275,0.000104057112912326,0
1030783,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",15,16.8333333333333,6.07347553340324e-05,0
1031060,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",24,106.778947734842,2.08519263343735e-05,0
103107,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",462,75022.006883517,0.000918395970465046,1
1031861,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,245,7886.66918330973,0.000256892503466555,0
1031945,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,47,409.629378321642,2.59771960119733e-05,0
1032243,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,161,8641.37537096143,9.19436966282758e-05,0
103239,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",4,0,2.70578976839813e-05,0
1032488,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,186,10812.0508676708,0.000150871148395533,0
1032919,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,476,48553.3576970633,0.000716507436766264,0
103362,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",21,45.3794055468802,1.8709015183067e-05,0
1034125,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,3,64.3333333333333,1.53225982904226e-05,0
103427,1,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","1 FALSE","Anti-vaccine",29,79.3267063492063,2.72570575967213e-05,0
1034834,3,TRUE,NA,FALSE,NA,"NA TRUE","3 TRUE",NA,3,193.566666666667,1.50013691488345e-05,0
1035062,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,4,0,1.85347626630667e-05,0
1035774,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,458,77457.9577355721,0.000594648193844395,0
1035894,2,TRUE,NA,FALSE,NA,"NA TRUE","2 TRUE","Pro-vaccine",1,0,1.48847504212489e-05,0
1035908,2,TRUE,NA,FALSE,NA,"NA TRUE","2 TRUE","Pro-vaccine",2,0,2.25415423885697e-05,0
103608,18,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","18 FALSE",NA,5,0.5,6.86037851043082e-05,0
1036116,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",5,0,4.59613633667191e-05,0
1036342,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",43,39.1741813741814,3.27520893138387e-05,0
1036513,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,1,0,3.48394467023282e-05,0
1037075,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",3,8.4,1.57095471889108e-05,0
103708,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",5,30.3524191755721,1.62351542669327e-05,0
1037457,3,NA,NA,FALSE,NA,"NA NA","3 NA",NA,2,0,1.48323531168739e-05,0
10376,2,TRUE,2,TRUE,"Pro-vaccine","Pro-vaccine TRUE","2 TRUE","Pro-vaccine",42,761.917857142857,4.71998998621365e-05,2
1037899,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",2,0,3.15623600166084e-05,0
103799,63,NA,NA,FALSE,NA,"NA NA","63 NA",NA,1,0,9.54562810233258e-05,0
1038785,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,28,204.358915104503,2.24585455912752e-05,0
1038856,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",81,4413.54472610721,6.40054615248715e-05,0
1038882,3,NA,NA,FALSE,NA,"NA NA","3 NA",NA,7,0,1.66348884325987e-05,0
1038999,22,FALSE,NA,FALSE,NA,"NA FALSE","22 FALSE",NA,1,0,3.23465265011049e-05,0
1039211,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",54,247.265457418399,4.55604521052797e-05,0
1039439,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",6,1,3.11429841328629e-05,0
103985,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",19,199.748183525785,2.20109009001732e-05,0
1039886,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",1,0,1.45898566557809e-05,0
104027,1,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","1 FALSE","Anti-vaccine",95,3297.79444444443,8.81836135495955e-05,0
1040438,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,1,0,1.45142563005461e-05,0
1040679,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,59,164.186320623821,3.57554921064292e-05,0
1041599,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",146,757.050219470072,0.000163233617485897,0
1041641,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,167,1301.85495060495,0.000112332276928198,0
104169,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",38,277.034705819873,3.45270540503568e-05,0
1042291,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",4,35.1666666666667,2.3203161702695e-05,0
1042655,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",5,2,2.74766234178555e-05,0
104300,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",5,0,1.61336241448681e-05,0
104373,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",3,0,1.56929547183187e-05,0
104386,1,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","1 FALSE","Anti-vaccine",17,6.96388888888889,2.19707596640729e-05,0
1043999,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,188,1933.46406011859,9.42426908601301e-05,0
1044018,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,255,42084.608657519,0.000354747127327075,0
104443,1,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","1 FALSE","Anti-vaccine",105,45165.8338668284,0.000100296352024909,49
1045275,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,507,35389.5514382241,0.000763078516843874,0
104552,3,NA,3,TRUE,"micro","micro NA","3 NA",NA,165,1655.75964035964,0.000105440843290932,0
1045539,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",43,2139.90894995045,4.18840533110315e-05,0
1045867,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,292,1931.14029899839,0.000284598168648897,0
1046104,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,13,44.2607142857143,1.82457765629952e-05,0
1046281,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",22,2129.32369285304,6.34245450178752e-05,2
1046443,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,23,1062.39647471275,2.20610756195151e-05,0
104674,7,FALSE,NA,FALSE,NA,"NA FALSE","7 FALSE",NA,7,3324.33333333259,6.08560200127884e-05,0
104698,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",3,0,2.85508950464059e-05,0
1047266,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,16,286.414843888092,1.82759785213681e-05,0
1047404,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,275,3581.26797431695,0.000216123073942554,0
10477,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",174,6764.5717782218,0.000145849459577976,2
104777,1,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","1 FALSE","Anti-vaccine",52,2114.5654983905,4.76141599706674e-05,0
10483,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",48,8030.39571441633,4.74912729346803e-05,20
104918,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",179,238.450952380952,0.00011447409697205,0
104930,2,TRUE,NA,FALSE,NA,"NA TRUE","2 TRUE","Pro-vaccine",9,36692.4736568987,6.31888440228216e-05,0
104945,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",1,0,1.7139815747529e-05,0
1050034,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",14,386.791666666667,2.36268223766568e-05,0
105010,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",1,0,1.46333121140063e-05,0
105062,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",51,344.761253405178,4.76837527118563e-05,0
1050683,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",1,0,1.58320062454043e-05,0
1050699,19,NA,NA,FALSE,NA,"NA NA","19 NA",NA,3,0,7.69398218913465e-05,0
105094,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",2,0,2.4478179364214e-05,0
1051190,5,FALSE,NA,FALSE,NA,"NA FALSE","5 FALSE",NA,35,12.5833333333333,0.00011384379086235,0
1052070,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",97,327.017166687879,4.62515488186817e-05,0
105215,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",69,12095.7198984842,5.23206582243519e-05,0
1052920,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",59,8454.75899177136,5.06311503835901e-05,1
1053020,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,338,2147.08246875673,0.00036032875507068,1
105306,1,NA,1,TRUE,"Anti-vaccine","Anti-vaccine NA","1 NA","Anti-vaccine",20,330.087301587302,0.000100612017193081,0
105318,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",98,339.561544011544,9.08829875567917e-05,0
1053795,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,21,70.3563963813964,2.12861162409919e-05,0
105452,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",344,21991.7076894553,0.00056783458144691,3
1055023,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",13,10211.5373210123,3.60461324107671e-05,1
1055220,3,TRUE,NA,FALSE,NA,"NA TRUE","3 TRUE",NA,13,823.49126984127,1.89687026494448e-05,0
105569,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",74,3413.50881919991,7.26760830757655e-05,0
105593,1,FALSE,1,TRUE,"Anti-vaccine","Anti-vaccine FALSE","1 FALSE","Anti-vaccine",2,0,1.49432375226725e-05,0
10562,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",21,8101.06796789957,0.000129373496163925,0
1056558,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,11,65.2294747367328,1.74902455911598e-05,0
105657,3,NA,3,TRUE,"micro","micro NA","3 NA",NA,2,0,2.30708525471634e-05,0
1057427,2,TRUE,NA,FALSE,NA,"NA TRUE","2 TRUE","Pro-vaccine",47,302.219024031524,4.01783484646246e-05,0
105743,10,FALSE,7,TRUE,"micro","micro FALSE","10 FALSE",NA,1,0,2.18502750880447e-05,0
105752,2,TRUE,NA,FALSE,NA,"NA TRUE","2 TRUE","Pro-vaccine",81,57.8108178371336,4.45839372847387e-05,0
105762,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",3,265.915857862468,1.55941853040908e-05,0
1057699,1,FALSE,NA,FALSE,NA,"NA FALSE","1 FALSE","Anti-vaccine",4,19.3333333333333,1.67932603086774e-05,0
10579,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",18,129.559444721945,2.27666821578121e-05,0
1058002,3,FALSE,NA,FALSE,NA,"NA FALSE","3 FALSE",NA,4,23.6531217750258,1.52443897756918e-05,0
1058189,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",2,0,2.3621124242083e-05,0
105832,2,NA,2,TRUE,"Pro-vaccine","Pro-vaccine NA","2 NA","Pro-vaccine",3,71.9253028833911,1.55522552991087e-05,0
1058413,3,NA,3,TRUE,"micro","micro NA","3 NA",NA,412,61924.189345581,0.00050903180989941,2
105860,2,FALSE,2,TRUE,"Pro-vaccine","Pro-vaccine FALSE","2 FALSE","Pro-vaccine",26,1506.1715117313,2.69012188487974e-05,0
1058814,3,FALSE,3,TRUE,"micro","micro FALSE","3 FALSE",NA,24,381.116061183212,2.21467709124391e-05,0
1059053,25,FALSE,NA,FALSE,NA,"NA FALSE","25 FALSE",NA,1,0,4.99103418501843e-05,0
1059521,2,NA,NA,FALSE,NA,"NA NA","2 NA","Pro-vaccine",1,0,1.80047270638293e-05,0
1060325,3,NA,NA,FALSE,NA,"NA NA","3 NA",NA,17,182.985160102881,1.83026250663729e-05,0
1060969,38,NA,NA,FALSE,NA,"NA NA","38 NA",NA,2,1,0.00013931457230428,0
1061079,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",13,7.55186202686203,1.87609375918091e-05,0
1061173,2,FALSE,NA,FALSE,NA,"NA FALSE","2 FALSE","Pro-vaccine",12,7071.11326958068,4.07333564903256e-05,0
1061452,1,NA,NA,FALSE,NA,"NA NA","1 NA","Anti-vaccine",62,148.580555555556,4.983937105726e-05,0
1061729,3,NA,NA,FALSE,NA,"NA NA","3 NA",NA,13,615.681886622149,1.90233984446253e-05,0
